customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber,salesRegion,deliveryStatus
Wholesale Client,28.25,Engine system,GCash,Completed,313.68,Automated migration,1,313.68,2023-09-05,Air Filter,ORD934485,North,Pending
Retail Client,14.03,Engine system,Maya,Completed,307.32,Automated migration,1,307.32,2023-09-05,Air Filter,ORD934486,Central,Delivered
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,7985.41,2023-09-05,Alternator,ORD934551,North,Returned
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,7097.55,2023-09-05,Alternator,ORD934552,Central,Pending
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1539.06,2023-09-05,Brake Pads,ORD934605,North,Cancelled
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1528.64,2023-09-05,Brake Pads,ORD934606,East,Cancelled
Wholesale Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,14784.92,2023-09-05,Catalytic Converter,ORD934694,South,Returned
Wholesale Client,14.78,Engine system,Cash,Completed,167.33,Automated migration,1,167.33,2023-09-05,Oil Filter,ORD934794,East,Pending
Retail Client,8.76,Engine system,Bank Transfer,Completed,159.19,Automated migration,1,159.19,2023-09-05,Oil Filter,ORD934795,South,Pending
Retail Client,10.36,Engine system,Bank Transfer,Completed,229.04,Automated migration,1,229.04,2023-09-05,Oil Filter,ORD934796,East,Returned
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,222.68,2023-09-05,Oil Filter,ORD934797,North,Cancelled
Wholesale Client,174.59,Suspension & traction,Check,Completed,2500.39,Automated migration,1,2500.39,2023-09-05,Shock Absorber,ORD934894,North,Returned
Retail Client,202.75,Suspension & traction,Maya,Completed,4028.96,Automated migration,1,4028.96,2023-09-05,Shock Absorber,ORD934895,South,Returned
Retail Client,534.22,Drivetrain,Maya,Completed,5652.12,Automated migration,3,1884.04,2023-09-05,Wheel Bearing,ORD934986,West,Returned
Retail Client,163.04,Drivetrain,Check,Completed,2650.3,Automated migration,1,2650.3,2023-09-05,Wheel Bearing,ORD934987,South,Delivered
Retail Client,238.74,Drivetrain,GCash,Completed,2606.49,Automated migration,1,2606.49,2023-09-05,Wheel Bearing,ORD934988,West,Cancelled
Retail Client,16.92,Engine system,GCash,Completed,334.6,Automated migration,1,334.6,2023-09-06,Air Filter,ORD934487,North,Cancelled
Wholesale Client,94.44,Engine system,Bank Transfer,Completed,1405.16,Automated migration,4,351.29,2023-09-06,Air Filter,ORD934488,Central,Delivered
Wholesale Client,17.51,Engine system,Bank Transfer,Completed,281.2,Automated migration,1,281.2,2023-09-06,Air Filter,ORD934489,North,Returned
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,11035.79,2023-09-06,Alternator,ORD934553,West,Returned
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,5345.27,2023-09-06,Battery,ORD934576,Central,Cancelled
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,4823.56,2023-09-06,Battery,ORD934577,South,Cancelled
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1132.2,2023-09-06,Brake Pads,ORD934607,Central,Delivered
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1162.26,2023-09-06,Brake Pads,ORD934608,East,Returned
Wholesale Client,90.61,Braking system,Cash,Completed,1203.98,Automated migration,1,1203.98,2023-09-06,Brake Pads,ORD934609,West,Pending
Wholesale Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,12405.52,2023-09-06,Catalytic Converter,ORD934695,South,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,21584.9,2023-09-06,ECU Module,ORD934726,East,Pending
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,189.88,2023-09-06,Oil Filter,ORD934798,East,Delivered
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,145.7,2023-09-06,Oil Filter,ORD934799,South,Cancelled
Wholesale Client,9.68,Engine system,Bank Transfer,Completed,190.07,Automated migration,1,190.07,2023-09-06,Oil Filter,ORD934800,West,Delivered
Retail Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,160.32,2023-09-06,Oil Filter,ORD934801,South,Pending
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,191.88,2023-09-06,Oil Filter,ORD934802,South,Delivered
Retail Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,4093.12,2023-09-06,Shock Absorber,ORD934896,North,Delivered
Wholesale Client,137.78,Suspension & traction,Bank Transfer,Completed,3921.41,Automated migration,1,3921.41,2023-09-06,Shock Absorber,ORD934897,North,Returned
Wholesale Client,305.4,Suspension & traction,Check,Completed,3674.13,Automated migration,1,3674.13,2023-09-06,Shock Absorber,ORD934898,South,Delivered
Retail Client,199.55,Suspension & traction,Bank Transfer,Completed,4008.39,Automated migration,1,4008.39,2023-09-06,Shock Absorber,ORD934899,Central,Cancelled
Retail Client,227.02,Suspension & traction,Bank Transfer,Completed,3300.37,Automated migration,1,3300.37,2023-09-06,Shock Absorber,ORD934900,North,Pending
Retail Client,131.89,Suspension & traction,GCash,Completed,2823.03,Automated migration,1,2823.03,2023-09-06,Shock Absorber,ORD934901,East,Returned
Wholesale Client,207.59,Suspension & traction,Maya,Completed,3083.92,Automated migration,1,3083.92,2023-09-06,Shock Absorber,ORD934902,Central,Returned
Retail Client,147.75,Drivetrain,Check,Completed,2541.04,Automated migration,1,2541.04,2023-09-06,Wheel Bearing,ORD934989,North,Delivered
Wholesale Client,10.18,Engine system,Maya,Completed,269.95,Automated migration,1,269.95,2023-09-07,Air Filter,ORD934490,Central,Delivered
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,240.72,2023-09-07,Air Filter,ORD934491,North,Returned
Retail Client,14.0,Engine system,Cash,Completed,301.88,Automated migration,1,301.88,2023-09-07,Air Filter,ORD934492,East,Cancelled
Wholesale Client,22.69,Engine system,Check,Completed,322.88,Automated migration,1,322.88,2023-09-07,Air Filter,ORD934493,North,Cancelled
Retail Client,16.25,Engine system,Cash,Completed,305.03,Automated migration,1,305.03,2023-09-07,Air Filter,ORD934494,Central,Cancelled
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1319.98,2023-09-07,Brake Pads,ORD934610,East,Cancelled
Retail Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1384.53,2023-09-07,Brake Pads,ORD934611,South,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,20832.75,2023-09-07,ECU Module,ORD934727,Central,Delivered
Wholesale Client,1483.02,Electrical system,Cash,Completed,23526.52,Automated migration,1,23526.52,2023-09-07,ECU Module,ORD934728,Central,Cancelled
Wholesale Client,9596.86,Electrical system,Maya,Completed,103851.12,Automated migration,6,17308.52,2023-09-07,ECU Module,ORD934729,North,Pending
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,187.76,2023-09-07,Oil Filter,ORD934803,Central,Cancelled
Retail Client,19.1,Engine system,Cash,Completed,254.02,Automated migration,1,254.02,2023-09-07,Oil Filter,ORD934804,Central,Pending
Retail Client,15.2,Engine system,GCash,Completed,243.39,Automated migration,1,243.39,2023-09-07,Oil Filter,ORD934805,Central,Pending
Wholesale Client,120.12,Suspension & traction,Check,Completed,2760.14,Automated migration,1,2760.14,2023-09-07,Shock Absorber,ORD934903,South,Pending
Retail Client,236.03,Suspension & traction,Bank Transfer,Completed,3240.15,Automated migration,1,3240.15,2023-09-07,Shock Absorber,ORD934904,East,Returned
Wholesale Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2743.02,2023-09-07,Shock Absorber,ORD934905,North,Delivered
Retail Client,4225.13,Electrical system,Bank Transfer,Completed,55179.0,Automated migration,5,11035.8,2023-09-07,Starter Motor,ORD934968,East,Delivered
Wholesale Client,816.57,Electrical system,Cash,Completed,11181.92,Automated migration,1,11181.92,2023-09-07,Starter Motor,ORD934969,South,Cancelled
Wholesale Client,15.08,Engine system,Maya,Completed,287.37,Automated migration,1,287.37,2023-09-08,Air Filter,ORD934495,West,Delivered
Retail Client,26.33,Engine system,Maya,Completed,323.5,Automated migration,1,323.5,2023-09-08,Air Filter,ORD934496,Central,Cancelled
Retail Client,15.98,Engine system,Maya,Completed,347.44,Automated migration,1,347.44,2023-09-08,Air Filter,ORD934497,Central,Cancelled
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,4600.66,2023-09-08,Battery,ORD934578,Central,Delivered
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1065.08,2023-09-08,Brake Pads,ORD934612,Central,Returned
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1185.4,2023-09-08,Brake Pads,ORD934613,North,Returned
Wholesale Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,21401.32,2023-09-08,Catalytic Converter,ORD934696,Central,Returned
Wholesale Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,15309.91,2023-09-08,Catalytic Converter,ORD934697,Central,Delivered
Retail Client,12.29,Engine system,Maya,Completed,244.24,Automated migration,1,244.24,2023-09-08,Oil Filter,ORD934806,East,Returned
Retail Client,21.42,Engine system,GCash,Completed,234.32,Automated migration,1,234.32,2023-09-08,Oil Filter,ORD934807,Central,Cancelled
Wholesale Client,8.51,Engine system,GCash,Completed,199.52,Automated migration,1,199.52,2023-09-08,Oil Filter,ORD934808,West,Delivered
Retail Client,12.4,Engine system,GCash,Completed,159.38,Automated migration,1,159.38,2023-09-08,Oil Filter,ORD934809,East,Returned
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,206.26,2023-09-08,Oil Filter,ORD934810,Central,Cancelled
Retail Client,7.25,Engine system,GCash,Completed,163.65,Automated migration,1,163.65,2023-09-08,Oil Filter,ORD934811,West,Delivered
Wholesale Client,113.13,Drivetrain,GCash,Completed,1853.52,Automated migration,1,1853.52,2023-09-08,Wheel Bearing,ORD934990,East,Pending
Retail Client,81.22,Drivetrain,Cash,Completed,1822.73,Automated migration,1,1822.73,2023-09-08,Wheel Bearing,ORD934991,South,Cancelled
Retail Client,230.62,Drivetrain,GCash,Completed,2569.7,Automated migration,1,2569.7,2023-09-08,Wheel Bearing,ORD934992,West,Delivered
Retail Client,27.18,Engine system,Cash,Completed,294.7,Automated migration,1,294.7,2023-09-09,Air Filter,ORD934498,East,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,8960.56,2023-09-09,Alternator,ORD934554,North,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,6755.69,2023-09-09,Battery,ORD934579,West,Delivered
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,987.94,2023-09-09,Brake Pads,ORD934614,East,Cancelled
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1528.97,2023-09-09,Brake Pads,ORD934615,East,Pending
Retail Client,80.2,Braking system,Cash,Completed,1112.92,Automated migration,1,1112.92,2023-09-09,Brake Pads,ORD934616,South,Delivered
Wholesale Client,96.24,Braking system,Cash,Completed,1540.9,Automated migration,1,1540.9,2023-09-09,Brake Pads,ORD934617,Central,Cancelled
Wholesale Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,20522.05,2023-09-09,Catalytic Converter,ORD934698,South,Pending
Wholesale Client,4715.88,Electrical system,Check,Completed,106955.76,Automated migration,6,17825.96,2023-09-09,ECU Module,ORD934730,East,Delivered
Retail Client,13608.23,Electrical system,GCash,Completed,152027.19,Automated migration,9,16891.91,2023-09-09,ECU Module,ORD934731,Central,Delivered
Wholesale Client,20.13,Engine system,Cash,Completed,227.77,Automated migration,1,227.77,2023-09-09,Oil Filter,ORD934812,South,Cancelled
Retail Client,9.34,Engine system,Cash,Completed,140.05,Automated migration,1,140.05,2023-09-09,Oil Filter,ORD934813,South,Cancelled
Wholesale Client,16.66,Engine system,Bank Transfer,Completed,226.06,Automated migration,1,226.06,2023-09-09,Oil Filter,ORD934814,South,Pending
Wholesale Client,18.72,Engine system,Cash,Completed,240.52,Automated migration,1,240.52,2023-09-09,Oil Filter,ORD934815,North,Delivered
Wholesale Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,2385.08,2023-09-09,Wheel Bearing,ORD934993,East,Cancelled
Wholesale Client,131.7,Drivetrain,GCash,Completed,2622.78,Automated migration,1,2622.78,2023-09-09,Wheel Bearing,ORD934994,East,Delivered
Retail Client,166.39,Drivetrain,Bank Transfer,Completed,4151.34,Automated migration,2,2075.67,2023-09-09,Wheel Bearing,ORD934995,South,Returned
Wholesale Client,153.64,Drivetrain,Check,Completed,1628.34,Automated migration,1,1628.34,2023-09-09,Wheel Bearing,ORD934996,North,Returned
Wholesale Client,19.24,Engine system,Cash,Completed,328.44,Automated migration,1,328.44,2023-09-10,Air Filter,ORD934499,West,Pending
Wholesale Client,12.91,Engine system,Bank Transfer,Completed,267.13,Automated migration,1,267.13,2023-09-10,Air Filter,ORD934500,Central,Pending
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,6971.85,2023-09-10,Alternator,ORD934555,North,Delivered
Wholesale Client,100.91,Braking system,Cash,Completed,1405.75,Automated migration,1,1405.75,2023-09-10,Brake Pads,ORD934618,South,Cancelled
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1372.47,2023-09-10,Brake Pads,ORD934619,Central,Returned
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1534.09,2023-09-10,Brake Pads,ORD934620,South,Cancelled
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1162.02,2023-09-10,Brake Pads,ORD934621,Central,Pending
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,971.65,2023-09-10,Brake Pads,ORD934622,West,Pending
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1512.57,2023-09-10,Brake Pads,ORD934623,East,Delivered
Wholesale Client,61.53,Braking system,Bank Transfer,Completed,1144.86,Automated migration,1,1144.86,2023-09-10,Brake Pads,ORD934624,South,Returned
Retail Client,4837.13,Electrical system,Cash,Completed,94447.76,Automated migration,4,23611.94,2023-09-10,ECU Module,ORD934732,South,Delivered
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,191.22,2023-09-10,Oil Filter,ORD934816,Central,Delivered
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,242.73,2023-09-10,Oil Filter,ORD934817,Central,Delivered
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,221.77,2023-09-10,Oil Filter,ORD934818,East,Pending
Retail Client,154.96,Suspension & traction,Check,Completed,2548.86,Automated migration,1,2548.86,2023-09-10,Shock Absorber,ORD934906,West,Pending
Wholesale Client,149.94,Drivetrain,Check,Completed,2518.01,Automated migration,1,2518.01,2023-09-10,Wheel Bearing,ORD934997,West,Cancelled
Retail Client,226.1,Drivetrain,Cash,Completed,2659.11,Automated migration,1,2659.11,2023-09-10,Wheel Bearing,ORD934998,Central,Pending
Retail Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,2601.04,2023-09-10,Wheel Bearing,ORD934999,South,Returned
Wholesale Client,17.64,Engine system,Cash,Completed,333.79,Automated migration,1,333.79,2023-09-11,Air Filter,ORD934501,Central,Delivered
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,341.19,2023-09-11,Air Filter,ORD934502,East,Cancelled
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,323.94,2023-09-11,Air Filter,ORD934503,East,Cancelled
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,5033.9,2023-09-11,Battery,ORD934580,East,Delivered
Retail Client,64.89,Braking system,Check,Completed,1132.55,Automated migration,1,1132.55,2023-09-11,Brake Pads,ORD934625,East,Returned
Retail Client,124.29,Braking system,Maya,Completed,1414.33,Automated migration,1,1414.33,2023-09-11,Brake Pads,ORD934626,South,Returned
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,21976.38,2023-09-11,Catalytic Converter,ORD934699,South,Cancelled
Wholesale Client,7755.33,Electrical system,Check,Completed,129291.9,Automated migration,5,25858.38,2023-09-11,ECU Module,ORD934733,Central,Returned
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,26245.65,2023-09-11,ECU Module,ORD934734,East,Returned
Wholesale Client,6.17,Engine system,Check,Completed,141.14,Automated migration,1,141.14,2023-09-11,Oil Filter,ORD934819,Central,Pending
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,173.42,2023-09-11,Oil Filter,ORD934820,South,Returned
Retail Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,214.77,2023-09-11,Oil Filter,ORD934821,South,Cancelled
Wholesale Client,10.65,Engine system,Bank Transfer,Completed,254.17,Automated migration,1,254.17,2023-09-11,Oil Filter,ORD934822,West,Delivered
Wholesale Client,11.02,Engine system,Bank Transfer,Completed,218.55,Automated migration,1,218.55,2023-09-11,Oil Filter,ORD934823,West,Returned
Retail Client,228.09,Suspension & traction,GCash,Completed,2808.83,Automated migration,1,2808.83,2023-09-11,Shock Absorber,ORD934907,South,Cancelled
Wholesale Client,216.21,Suspension & traction,Maya,Completed,3502.87,Automated migration,1,3502.87,2023-09-11,Shock Absorber,ORD934908,South,Pending
Retail Client,206.7,Suspension & traction,Maya,Completed,3081.55,Automated migration,1,3081.55,2023-09-11,Shock Absorber,ORD934909,North,Pending
Wholesale Client,264.44,Drivetrain,Check,Completed,4167.88,Automated migration,2,2083.94,2023-09-11,Wheel Bearing,ORD935000,South,Pending
Wholesale Client,193.4,Drivetrain,GCash,Completed,2424.21,Automated migration,1,2424.21,2023-09-11,Wheel Bearing,ORD935001,West,Returned
Wholesale Client,21.61,Engine system,GCash,Completed,294.01,Automated migration,1,294.01,2023-09-12,Air Filter,ORD934504,South,Cancelled
Retail Client,101.74,Braking system,GCash,Completed,1468.12,Automated migration,1,1468.12,2023-09-12,Brake Pads,ORD934627,East,Returned
Retail Client,60.2,Braking system,Check,Completed,1107.3,Automated migration,1,1107.3,2023-09-12,Brake Pads,ORD934628,West,Returned
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1329.44,2023-09-12,Brake Pads,ORD934629,East,Cancelled
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,15327.98,2023-09-12,Catalytic Converter,ORD934700,West,Cancelled
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,27382.68,2023-09-12,ECU Module,ORD934735,South,Pending
Retail Client,21.09,Engine system,GCash,Completed,240.56,Automated migration,1,240.56,2023-09-12,Oil Filter,ORD934824,North,Cancelled
Retail Client,13.42,Engine system,Bank Transfer,Completed,201.7,Automated migration,1,201.7,2023-09-12,Oil Filter,ORD934825,East,Cancelled
Retail Client,11.67,Engine system,Maya,Completed,182.82,Automated migration,1,182.82,2023-09-12,Oil Filter,ORD934826,North,Returned
Wholesale Client,137.23,Suspension & traction,Bank Transfer,Completed,3823.44,Automated migration,1,3823.44,2023-09-12,Shock Absorber,ORD934910,North,Cancelled
Retail Client,101.72,Suspension & traction,Maya,Completed,2823.33,Automated migration,1,2823.33,2023-09-12,Shock Absorber,ORD934911,South,Cancelled
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,9929.84,2023-09-12,Starter Motor,ORD934970,South,Delivered
Wholesale Client,206.05,Drivetrain,Maya,Completed,2385.35,Automated migration,1,2385.35,2023-09-12,Wheel Bearing,ORD935002,South,Pending
Wholesale Client,17.23,Engine system,Bank Transfer,Completed,341.37,Automated migration,1,341.37,2023-09-13,Air Filter,ORD934505,West,Delivered
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,16515.05,2023-09-13,ECU Module,ORD934736,North,Pending
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,22819.56,2023-09-13,ECU Module,ORD934737,East,Returned
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,23555.45,2023-09-13,ECU Module,ORD934738,North,Returned
Wholesale Client,1122.37,Electrical system,GCash,Completed,19106.13,Automated migration,1,19106.13,2023-09-13,ECU Module,ORD934739,East,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,15442.23,2023-09-13,ECU Module,ORD934740,South,Cancelled
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,213.87,2023-09-13,Oil Filter,ORD934827,East,Returned
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,155.96,2023-09-13,Oil Filter,ORD934828,South,Delivered
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,201.37,2023-09-13,Oil Filter,ORD934829,West,Returned
Retail Client,16.99,Engine system,Bank Transfer,Completed,188.6,Automated migration,1,188.6,2023-09-13,Oil Filter,ORD934830,South,Delivered
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,229.62,2023-09-13,Oil Filter,ORD934831,East,Returned
Wholesale Client,247.72,Suspension & traction,GCash,Completed,2963.79,Automated migration,1,2963.79,2023-09-13,Shock Absorber,ORD934912,South,Pending
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3309.25,2023-09-13,Shock Absorber,ORD934913,North,Delivered
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,7386.53,2023-09-13,Starter Motor,ORD934971,Central,Delivered
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,7379.33,2023-09-14,Alternator,ORD934556,East,Delivered
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,10689.06,2023-09-14,Alternator,ORD934557,East,Returned
Retail Client,96.2,Braking system,Maya,Completed,1120.47,Automated migration,1,1120.47,2023-09-14,Brake Pads,ORD934630,North,Delivered
Retail Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1461.45,2023-09-14,Brake Pads,ORD934631,Central,Pending
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1308.3,2023-09-14,Brake Pads,ORD934632,Central,Cancelled
Retail Client,58.51,Braking system,Maya,Completed,1558.42,Automated migration,1,1558.42,2023-09-14,Brake Pads,ORD934633,North,Cancelled
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1484.21,2023-09-14,Brake Pads,ORD934634,East,Returned
Retail Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1533.23,2023-09-14,Brake Pads,ORD934635,North,Delivered
Retail Client,1145.14,Electrical system,Maya,Completed,21491.91,Automated migration,1,21491.91,2023-09-14,ECU Module,ORD934741,East,Cancelled
Wholesale Client,14.34,Engine system,Check,Completed,236.34,Automated migration,1,236.34,2023-09-14,Oil Filter,ORD934832,Central,Returned
Wholesale Client,10.29,Engine system,Cash,Completed,191.75,Automated migration,1,191.75,2023-09-14,Oil Filter,ORD934833,Central,Cancelled
Retail Client,8.6,Engine system,Bank Transfer,Completed,148.65,Automated migration,1,148.65,2023-09-14,Oil Filter,ORD934834,West,Delivered
Retail Client,281.85,Suspension & traction,Cash,Completed,3237.43,Automated migration,1,3237.43,2023-09-14,Shock Absorber,ORD934914,South,Pending
Wholesale Client,0.0,Drivetrain,GCash,Completed,0.0,Automated migration,0,2540.03,2023-09-14,Wheel Bearing,ORD935003,East,Returned
Wholesale Client,321.96,Drivetrain,Cash,Completed,5778.98,Automated migration,2,2889.49,2023-09-14,Wheel Bearing,ORD935004,North,Delivered
Retail Client,24.19,Engine system,Cash,Completed,305.65,Automated migration,1,305.65,2023-09-15,Air Filter,ORD934506,South,Returned
Retail Client,14.98,Engine system,Check,Completed,232.68,Automated migration,1,232.68,2023-09-15,Air Filter,ORD934507,East,Pending
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,325.51,2023-09-15,Air Filter,ORD934508,Central,Pending
Retail Client,79.93,Engine system,GCash,Completed,1019.94,Automated migration,3,339.98,2023-09-15,Air Filter,ORD934509,North,Pending
Retail Client,95.45,Engine system,Maya,Completed,1010.4,Automated migration,3,336.8,2023-09-15,Air Filter,ORD934510,Central,Returned
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,11613.73,2023-09-15,Alternator,ORD934558,Central,Delivered
Retail Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1276.77,2023-09-15,Brake Pads,ORD934636,South,Returned
Wholesale Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1511.07,2023-09-15,Brake Pads,ORD934637,Central,Delivered
Wholesale Client,84.97,Braking system,Maya,Completed,1496.59,Automated migration,1,1496.59,2023-09-15,Brake Pads,ORD934638,West,Pending
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1111.32,2023-09-15,Brake Pads,ORD934639,East,Returned
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,26242.06,2023-09-15,ECU Module,ORD934742,West,Pending
Retail Client,13.78,Engine system,Check,Completed,182.46,Automated migration,1,182.46,2023-09-15,Oil Filter,ORD934835,West,Pending
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,239.88,2023-09-15,Oil Filter,ORD934836,West,Cancelled
Retail Client,276.34,Suspension & traction,GCash,Completed,4040.52,Automated migration,1,4040.52,2023-09-15,Shock Absorber,ORD934915,East,Cancelled
Retail Client,224.01,Suspension & traction,GCash,Completed,3600.29,Automated migration,1,3600.29,2023-09-15,Shock Absorber,ORD934916,South,Delivered
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,7244.32,2023-09-15,Starter Motor,ORD934972,Central,Pending
Retail Client,721.87,Electrical system,Check,Completed,8406.72,Automated migration,1,8406.72,2023-09-15,Starter Motor,ORD934973,West,Returned
Wholesale Client,111.07,Drivetrain,Check,Completed,2610.84,Automated migration,1,2610.84,2023-09-15,Wheel Bearing,ORD935005,North,Cancelled
Retail Client,65.92,Drivetrain,Maya,Completed,1657.11,Automated migration,1,1657.11,2023-09-15,Wheel Bearing,ORD935006,South,Pending
Wholesale Client,156.19,Drivetrain,GCash,Completed,2124.29,Automated migration,1,2124.29,2023-09-15,Wheel Bearing,ORD935007,West,Returned
Retail Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,2718.55,2023-09-15,Wheel Bearing,ORD935008,North,Cancelled
Retail Client,9.37,Engine system,Check,Completed,228.2,Automated migration,1,228.2,2023-09-16,Air Filter,ORD934511,West,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,7347.53,2023-09-16,Battery,ORD934581,East,Pending
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1135.86,2023-09-16,Brake Pads,ORD934640,South,Delivered
Wholesale Client,100.28,Braking system,GCash,Completed,1469.21,Automated migration,1,1469.21,2023-09-16,Brake Pads,ORD934641,East,Pending
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1469.08,2023-09-16,Brake Pads,ORD934642,South,Returned
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,15426.0,2023-09-16,Catalytic Converter,ORD934701,Central,Pending
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,23082.52,2023-09-16,Catalytic Converter,ORD934702,West,Delivered
