customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber
Retail Client,7.45,Engine system,Cash,Completed,153.49,Automated migration,1,153.49,2023-06-08,Oil Filter,ORD933168
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,142.69,2023-06-08,Oil Filter,ORD933169
Retail Client,300.27,Suspension & traction,Bank Transfer,Completed,3568.19,Automated migration,1,3568.19,2023-06-08,Shock Absorber,ORD933246
Wholesale Client,291.9,Suspension & traction,Check,Completed,3510.34,Automated migration,1,3510.34,2023-06-08,Shock Absorber,ORD933247
Retail Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3364.11,2023-06-08,Shock Absorber,ORD933248
Retail Client,479.23,Electrical system,Cash,Completed,7423.62,Automated migration,1,7423.62,2023-06-08,Starter Motor,ORD933329
Retail Client,361.09,Electrical system,Bank Transfer,Completed,8151.21,Automated migration,1,8151.21,2023-06-08,Starter Motor,ORD933330
Wholesale Client,183.76,Drivetrain,Check,Completed,5061.94,Automated migration,2,2530.97,2023-06-08,Wheel Bearing,ORD933357
Wholesale Client,29.55,Engine system,Maya,Completed,311.67,Automated migration,1,311.67,2023-06-09,Air Filter,ORD932855
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,8536.44,2023-06-09,Alternator,ORD932913
Wholesale Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1387.74,2023-06-09,Brake Pads,ORD932975
Retail Client,66.5,Braking system,GCash,Completed,1012.36,Automated migration,1,1012.36,2023-06-09,Brake Pads,ORD932976
Retail Client,115.05,Braking system,Maya,Completed,1265.91,Automated migration,1,1265.91,2023-06-09,Brake Pads,ORD932977
Wholesale Client,1159.4,Exhaust system,Bank Transfer,Completed,14814.2,Automated migration,1,14814.2,2023-06-09,Catalytic Converter,ORD933053
Wholesale Client,1195.85,Exhaust system,Maya,Completed,21111.37,Automated migration,1,21111.37,2023-06-09,Catalytic Converter,ORD933054
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,17375.65,2023-06-09,ECU Module,ORD933101
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,19168.92,2023-06-09,ECU Module,ORD933102
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,27962.3,2023-06-09,ECU Module,ORD933103
Wholesale Client,13.32,Engine system,GCash,Completed,213.63,Automated migration,1,213.63,2023-06-09,Oil Filter,ORD933170
Wholesale Client,198.15,Suspension & traction,Bank Transfer,Completed,4179.25,Automated migration,1,4179.25,2023-06-09,Shock Absorber,ORD933249
Wholesale Client,127.03,Suspension & traction,Maya,Completed,3010.81,Automated migration,1,3010.81,2023-06-09,Shock Absorber,ORD933250
Retail Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2461.95,2023-06-09,Shock Absorber,ORD933251
Retail Client,124.02,Drivetrain,Bank Transfer,Completed,2067.74,Automated migration,1,2067.74,2023-06-09,Wheel Bearing,ORD933358
Retail Client,18.26,Engine system,GCash,Completed,300.59,Automated migration,1,300.59,2023-06-10,Air Filter,ORD932856
Retail Client,125.96,Braking system,Check,Completed,1546.72,Automated migration,1,1546.72,2023-06-10,Brake Pads,ORD932978
Wholesale Client,52.44,Braking system,Maya,Completed,1046.4,Automated migration,1,1046.4,2023-06-10,Brake Pads,ORD932979
Wholesale Client,756.33,Exhaust system,Check,Completed,13851.49,Automated migration,1,13851.49,2023-06-10,Catalytic Converter,ORD933055
Retail Client,896.11,Exhaust system,Cash,Completed,12294.52,Automated migration,1,12294.52,2023-06-10,Catalytic Converter,ORD933056
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,23782.41,2023-06-10,ECU Module,ORD933104
Retail Client,15.54,Engine system,Maya,Completed,194.08,Automated migration,1,194.08,2023-06-10,Oil Filter,ORD933171
Wholesale Client,57.7,Engine system,Maya,Completed,991.2,Automated migration,6,165.2,2023-06-10,Oil Filter,ORD933172
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,213.6,2023-06-10,Oil Filter,ORD933173
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2642.33,2023-06-10,Shock Absorber,ORD933252
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3957.66,2023-06-10,Shock Absorber,ORD933253
Retail Client,1116.17,Suspension & traction,Check,Completed,15404.28,Automated migration,6,2567.38,2023-06-10,Shock Absorber,ORD933254
Wholesale Client,176.56,Suspension & traction,GCash,Completed,2496.46,Automated migration,1,2496.46,2023-06-10,Shock Absorber,ORD933255
Retail Client,478.06,Electrical system,Cash,Completed,7215.93,Automated migration,1,7215.93,2023-06-10,Starter Motor,ORD933331
Wholesale Client,179.73,Drivetrain,Check,Completed,2302.57,Automated migration,1,2302.57,2023-06-10,Wheel Bearing,ORD933359
Retail Client,177.31,Drivetrain,GCash,Completed,2487.91,Automated migration,1,2487.91,2023-06-10,Wheel Bearing,ORD933360
Wholesale Client,89.32,Drivetrain,Check,Completed,2124.05,Automated migration,1,2124.05,2023-06-10,Wheel Bearing,ORD933361
Retail Client,0.0,Drivetrain,Maya,Completed,0.0,Automated migration,0,2360.26,2023-06-10,Wheel Bearing,ORD933362
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,349.98,2023-06-11,Air Filter,ORD932857
Retail Client,14.69,Engine system,Cash,Completed,278.32,Automated migration,1,278.32,2023-06-11,Air Filter,ORD932858
Wholesale Client,14.27,Engine system,Cash,Completed,279.1,Automated migration,1,279.1,2023-06-11,Air Filter,ORD932859
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,5184.78,2023-06-11,Battery,ORD932934
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,7769.06,2023-06-11,Battery,ORD932935
Wholesale Client,75.85,Braking system,Cash,Completed,1226.49,Automated migration,1,1226.49,2023-06-11,Brake Pads,ORD932980
Retail Client,57.25,Braking system,Check,Completed,1020.14,Automated migration,1,1020.14,2023-06-11,Brake Pads,ORD932981
Retail Client,88.99,Braking system,Cash,Completed,1092.74,Automated migration,1,1092.74,2023-06-11,Brake Pads,ORD932982
Retail Client,725.08,Exhaust system,GCash,Completed,13224.04,Automated migration,1,13224.04,2023-06-11,Catalytic Converter,ORD933057
Retail Client,8.13,Engine system,Maya,Completed,176.06,Automated migration,1,176.06,2023-06-11,Oil Filter,ORD933174
Retail Client,7.55,Engine system,Bank Transfer,Completed,159.92,Automated migration,1,159.92,2023-06-11,Oil Filter,ORD933175
Retail Client,5.67,Engine system,Bank Transfer,Completed,143.22,Automated migration,1,143.22,2023-06-11,Oil Filter,ORD933176
Retail Client,11.08,Engine system,Bank Transfer,Completed,233.16,Automated migration,1,233.16,2023-06-11,Oil Filter,ORD933177
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,157.06,2023-06-11,Oil Filter,ORD933178
Retail Client,284.47,Suspension & traction,Cash,Completed,3169.11,Automated migration,1,3169.11,2023-06-11,Shock Absorber,ORD933256
Retail Client,370.02,Suspension & traction,GCash,Completed,3939.73,Automated migration,1,3939.73,2023-06-11,Shock Absorber,ORD933257
Wholesale Client,271.93,Suspension & traction,Maya,Completed,3252.05,Automated migration,1,3252.05,2023-06-11,Shock Absorber,ORD933258
Retail Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2967.75,2023-06-11,Shock Absorber,ORD933259
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,6626.83,2023-06-11,Starter Motor,ORD933332
Retail Client,169.56,Drivetrain,Bank Transfer,Completed,2880.21,Automated migration,1,2880.21,2023-06-11,Wheel Bearing,ORD933363
Wholesale Client,9.05,Engine system,Cash,Completed,250.51,Automated migration,1,250.51,2023-06-12,Air Filter,ORD932860
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,6531.75,2023-06-12,Battery,ORD932936
Retail Client,108.7,Braking system,Check,Completed,1316.91,Automated migration,1,1316.91,2023-06-12,Brake Pads,ORD932983
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,21478.22,2023-06-12,ECU Module,ORD933105
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,17739.05,2023-06-12,ECU Module,ORD933106
Retail Client,18.32,Engine system,GCash,Completed,209.62,Automated migration,1,209.62,2023-06-12,Oil Filter,ORD933179
Retail Client,16.85,Engine system,Bank Transfer,Completed,239.41,Automated migration,1,239.41,2023-06-12,Oil Filter,ORD933180
Retail Client,15.17,Engine system,Cash,Completed,226.68,Automated migration,1,226.68,2023-06-12,Oil Filter,ORD933181
Retail Client,201.46,Suspension & traction,Cash,Completed,3768.08,Automated migration,1,3768.08,2023-06-12,Shock Absorber,ORD933260
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3003.93,2023-06-12,Shock Absorber,ORD933261
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,3111.03,2023-06-12,Shock Absorber,ORD933262
Retail Client,118.02,Suspension & traction,Maya,Completed,3238.11,Automated migration,1,3238.11,2023-06-12,Shock Absorber,ORD933263
Retail Client,245.19,Suspension & traction,Maya,Completed,2985.96,Automated migration,1,2985.96,2023-06-12,Shock Absorber,ORD933264
Retail Client,0.0,Drivetrain,GCash,Completed,0.0,Automated migration,0,2050.38,2023-06-12,Wheel Bearing,ORD933364
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,9599.1,2023-06-13,Alternator,ORD932914
Wholesale Client,64.67,Braking system,Check,Completed,988.33,Automated migration,1,988.33,2023-06-13,Brake Pads,ORD932984
Retail Client,1207.44,Exhaust system,Maya,Completed,18029.49,Automated migration,1,18029.49,2023-06-13,Catalytic Converter,ORD933058
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,20417.42,2023-06-13,ECU Module,ORD933107
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,22233.29,2023-06-13,ECU Module,ORD933108
Wholesale Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,2751.43,2023-06-13,Shock Absorber,ORD933265
Retail Client,657.57,Suspension & traction,Maya,Completed,13794.6,Automated migration,5,2758.92,2023-06-13,Shock Absorber,ORD933266
Wholesale Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,3225.89,2023-06-13,Shock Absorber,ORD933267
Wholesale Client,153.09,Drivetrain,Maya,Completed,1992.78,Automated migration,1,1992.78,2023-06-13,Wheel Bearing,ORD933365
Retail Client,23.72,Engine system,GCash,Completed,334.61,Automated migration,1,334.61,2023-06-14,Air Filter,ORD932861
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,6808.27,2023-06-14,Battery,ORD932937
Retail Client,856.23,Braking system,GCash,Completed,9088.92,Automated migration,6,1514.82,2023-06-14,Brake Pads,ORD932985
Wholesale Client,104.44,Braking system,Maya,Completed,1104.41,Automated migration,1,1104.41,2023-06-14,Brake Pads,ORD932986
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,13155.4,2023-06-14,Catalytic Converter,ORD933059
Wholesale Client,984.54,Exhaust system,Bank Transfer,Completed,21164.63,Automated migration,1,21164.63,2023-06-14,Catalytic Converter,ORD933060
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,25214.1,2023-06-14,ECU Module,ORD933109
Wholesale Client,22.11,Engine system,GCash,Completed,253.46,Automated migration,1,253.46,2023-06-14,Oil Filter,ORD933182
Retail Client,13.87,Engine system,Maya,Completed,177.69,Automated migration,1,177.69,2023-06-14,Oil Filter,ORD933183
Wholesale Client,10.63,Engine system,Cash,Completed,160.59,Automated migration,1,160.59,2023-06-14,Oil Filter,ORD933184
Wholesale Client,275.62,Suspension & traction,Cash,Completed,3664.61,Automated migration,1,3664.61,2023-06-14,Shock Absorber,ORD933268
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3125.7,2023-06-14,Shock Absorber,ORD933269
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,10205.58,2023-06-14,Starter Motor,ORD933333
Wholesale Client,246.86,Drivetrain,Maya,Completed,2813.26,Automated migration,1,2813.26,2023-06-14,Wheel Bearing,ORD933366
Wholesale Client,61.79,Drivetrain,Cash,Completed,1750.55,Automated migration,1,1750.55,2023-06-14,Wheel Bearing,ORD933367
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,7071.19,2023-06-15,Alternator,ORD932915
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,4446.9,2023-06-15,Battery,ORD932938
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,5093.84,2023-06-15,Battery,ORD932939
Wholesale Client,70.74,Braking system,GCash,Completed,977.93,Automated migration,1,977.93,2023-06-15,Brake Pads,ORD932987
Wholesale Client,504.94,Braking system,GCash,Completed,7902.2,Automated migration,5,1580.44,2023-06-15,Brake Pads,ORD932988
Wholesale Client,74.28,Braking system,GCash,Completed,959.13,Automated migration,1,959.13,2023-06-15,Brake Pads,ORD932989
Retail Client,78.07,Braking system,Maya,Completed,1372.18,Automated migration,1,1372.18,2023-06-15,Brake Pads,ORD932990
Wholesale Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,22092.54,2023-06-15,Catalytic Converter,ORD933061
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,27168.0,2023-06-15,ECU Module,ORD933110
Retail Client,18.05,Engine system,Check,Completed,221.88,Automated migration,1,221.88,2023-06-15,Oil Filter,ORD933185
Retail Client,9.18,Engine system,Bank Transfer,Completed,164.79,Automated migration,1,164.79,2023-06-15,Oil Filter,ORD933186
Retail Client,152.14,Suspension & traction,Maya,Completed,2560.82,Automated migration,1,2560.82,2023-06-15,Shock Absorber,ORD933270
Retail Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,3878.87,2023-06-15,Shock Absorber,ORD933271
Retail Client,179.16,Suspension & traction,GCash,Completed,4057.94,Automated migration,1,4057.94,2023-06-15,Shock Absorber,ORD933272
Retail Client,152.37,Suspension & traction,Check,Completed,2858.06,Automated migration,1,2858.06,2023-06-15,Shock Absorber,ORD933273
Wholesale Client,233.04,Suspension & traction,Bank Transfer,Completed,3102.99,Automated migration,1,3102.99,2023-06-15,Shock Absorber,ORD933274
Wholesale Client,1014.16,Electrical system,Maya,Completed,11243.41,Automated migration,1,11243.41,2023-06-15,Starter Motor,ORD933334
Wholesale Client,19.32,Engine system,Bank Transfer,Completed,289.98,Automated migration,1,289.98,2023-06-16,Air Filter,ORD932862
Wholesale Client,29.8,Engine system,Bank Transfer,Completed,344.93,Automated migration,1,344.93,2023-06-16,Air Filter,ORD932863
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,12342.99,2023-06-16,Alternator,ORD932916
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,9474.59,2023-06-16,Alternator,ORD932917
Wholesale Client,73.63,Braking system,Bank Transfer,Completed,1117.23,Automated migration,1,1117.23,2023-06-16,Brake Pads,ORD932991
Wholesale Client,47.88,Braking system,Cash,Completed,986.55,Automated migration,1,986.55,2023-06-16,Brake Pads,ORD932992
Retail Client,74.39,Braking system,Cash,Completed,1338.06,Automated migration,1,1338.06,2023-06-16,Brake Pads,ORD932993
Retail Client,62.17,Braking system,Bank Transfer,Completed,1572.97,Automated migration,1,1572.97,2023-06-16,Brake Pads,ORD932994
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,19364.44,2023-06-16,ECU Module,ORD933111
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,26546.43,2023-06-16,ECU Module,ORD933112
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,28349.18,2023-06-16,ECU Module,ORD933113
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,22482.04,2023-06-16,ECU Module,ORD933114
Wholesale Client,16.36,Engine system,Bank Transfer,Completed,220.56,Automated migration,1,220.56,2023-06-16,Oil Filter,ORD933187
Wholesale Client,10.95,Engine system,Maya,Completed,256.34,Automated migration,1,256.34,2023-06-16,Oil Filter,ORD933188
Wholesale Client,195.62,Suspension & traction,Check,Completed,3833.61,Automated migration,1,3833.61,2023-06-16,Shock Absorber,ORD933275
Wholesale Client,91.81,Suspension & traction,GCash,Completed,2470.29,Automated migration,1,2470.29,2023-06-16,Shock Absorber,ORD933276
Wholesale Client,21.61,Engine system,Maya,Completed,241.2,Automated migration,1,241.2,2023-06-17,Air Filter,ORD932864
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,318.59,2023-06-17,Air Filter,ORD932865
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9193.94,2023-06-17,Alternator,ORD932918
Retail Client,61.61,Braking system,Bank Transfer,Completed,1571.59,Automated migration,1,1571.59,2023-06-17,Brake Pads,ORD932995
Retail Client,65.83,Braking system,Check,Completed,1420.19,Automated migration,1,1420.19,2023-06-17,Brake Pads,ORD932996
Retail Client,133.96,Braking system,Cash,Completed,1414.08,Automated migration,1,1414.08,2023-06-17,Brake Pads,ORD932997
Retail Client,814.36,Braking system,GCash,Completed,8787.68,Automated migration,8,1098.46,2023-06-17,Brake Pads,ORD932998
Wholesale Client,68.89,Braking system,Maya,Completed,1029.36,Automated migration,1,1029.36,2023-06-17,Brake Pads,ORD932999
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,15424.41,2023-06-17,ECU Module,ORD933115
Wholesale Client,12.93,Engine system,Maya,Completed,202.65,Automated migration,1,202.65,2023-06-17,Oil Filter,ORD933189
Wholesale Client,15.35,Engine system,Cash,Completed,243.74,Automated migration,1,243.74,2023-06-17,Oil Filter,ORD933190
Wholesale Client,320.74,Suspension & traction,Check,Completed,3896.85,Automated migration,1,3896.85,2023-06-17,Shock Absorber,ORD933277
Wholesale Client,330.78,Suspension & traction,GCash,Completed,4144.63,Automated migration,1,4144.63,2023-06-17,Shock Absorber,ORD933278
Wholesale Client,784.81,Drivetrain,GCash,Completed,9096.92,Automated migration,4,2274.23,2023-06-17,Wheel Bearing,ORD933368
Retail Client,20.89,Engine system,GCash,Completed,222.44,Automated migration,1,222.44,2023-06-18,Air Filter,ORD932866
Wholesale Client,16.17,Engine system,GCash,Completed,254.21,Automated migration,1,254.21,2023-06-18,Air Filter,ORD932867
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,349.52,2023-06-18,Air Filter,ORD932868
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,7288.48,2023-06-18,Alternator,ORD932919
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,11189.98,2023-06-18,Alternator,ORD932920
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,11550.09,2023-06-18,Alternator,ORD932921
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1145.63,2023-06-18,Brake Pads,ORD933000
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1030.85,2023-06-18,Brake Pads,ORD933001
Wholesale Client,91.21,Braking system,Cash,Completed,1052.96,Automated migration,1,1052.96,2023-06-18,Brake Pads,ORD933002
Wholesale Client,55.71,Braking system,Bank Transfer,Completed,1398.75,Automated migration,1,1398.75,2023-06-18,Brake Pads,ORD933003
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1517.63,2023-06-18,Brake Pads,ORD933004
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,21396.6,2023-06-18,ECU Module,ORD933116
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,25610.34,2023-06-18,ECU Module,ORD933117
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,160.49,2023-06-18,Oil Filter,ORD933191
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,227.25,2023-06-18,Oil Filter,ORD933192
Retail Client,10.72,Engine system,Bank Transfer,Completed,226.64,Automated migration,1,226.64,2023-06-18,Oil Filter,ORD933193
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3289.07,2023-06-18,Shock Absorber,ORD933279
Retail Client,199.8,Suspension & traction,Check,Completed,3236.54,Automated migration,1,3236.54,2023-06-18,Shock Absorber,ORD933280
Wholesale Client,533.84,Electrical system,Check,Completed,9691.68,Automated migration,1,9691.68,2023-06-18,Starter Motor,ORD933335
Wholesale Client,108.69,Drivetrain,Check,Completed,2804.62,Automated migration,1,2804.62,2023-06-18,Wheel Bearing,ORD933369
Retail Client,165.82,Drivetrain,Maya,Completed,1791.84,Automated migration,1,1791.84,2023-06-18,Wheel Bearing,ORD933370
Wholesale Client,140.04,Drivetrain,Cash,Completed,2283.17,Automated migration,1,2283.17,2023-06-18,Wheel Bearing,ORD933371
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,309.11,2023-06-19,Air Filter,ORD932869
Wholesale Client,17.26,Engine system,Bank Transfer,Completed,225.64,Automated migration,1,225.64,2023-06-19,Air Filter,ORD932870
Retail Client,38.49,Engine system,Check,Completed,1020.09,Automated migration,3,340.03,2023-06-19,Air Filter,ORD932871
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,349.94,2023-06-19,Air Filter,ORD932872
Wholesale Client,54.68,Engine system,GCash,Completed,1008.8,Automated migration,4,252.2,2023-06-19,Air Filter,ORD932873
Wholesale Client,29.44,Engine system,Cash,Completed,358.97,Automated migration,1,358.97,2023-06-19,Air Filter,ORD932874
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,7992.95,2023-06-19,Alternator,ORD932922
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,9960.7,2023-06-19,Alternator,ORD932923
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,7416.21,2023-06-19,Alternator,ORD932924
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,4201.42,2023-06-19,Battery,ORD932940
Retail Client,264.67,Braking system,Bank Transfer,Completed,4434.24,Automated migration,4,1108.56,2023-06-19,Brake Pads,ORD933005
Retail Client,143.66,Braking system,Maya,Completed,1580.6,Automated migration,1,1580.6,2023-06-19,Brake Pads,ORD933006
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,13125.39,2023-06-19,Catalytic Converter,ORD933062
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,19669.72,2023-06-19,ECU Module,ORD933118
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,16501.67,2023-06-19,ECU Module,ORD933119
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,23104.31,2023-06-19,ECU Module,ORD933120
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,21902.94,2023-06-19,ECU Module,ORD933121
Wholesale Client,10.13,Engine system,Bank Transfer,Completed,246.54,Automated migration,1,246.54,2023-06-19,Oil Filter,ORD933194
Retail Client,7.12,Engine system,Check,Completed,185.8,Automated migration,1,185.8,2023-06-19,Oil Filter,ORD933195
Wholesale Client,10.47,Engine system,Check,Completed,186.11,Automated migration,1,186.11,2023-06-19,Oil Filter,ORD933196
Wholesale Client,7.9,Engine system,Cash,Completed,149.52,Automated migration,1,149.52,2023-06-19,Oil Filter,ORD933197
Retail Client,11.62,Engine system,Cash,Completed,241.08,Automated migration,1,241.08,2023-06-19,Oil Filter,ORD933198
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3376.77,2023-06-19,Shock Absorber,ORD933281
Wholesale Client,276.92,Suspension & traction,Maya,Completed,3376.22,Automated migration,1,3376.22,2023-06-19,Shock Absorber,ORD933282
Retail Client,258.06,Suspension & traction,Check,Completed,3856.94,Automated migration,1,3856.94,2023-06-19,Shock Absorber,ORD933283
Wholesale Client,335.08,Electrical system,GCash,Completed,7935.63,Automated migration,1,7935.63,2023-06-19,Starter Motor,ORD933336
Retail Client,144.23,Drivetrain,Bank Transfer,Completed,2265.71,Automated migration,1,2265.71,2023-06-19,Wheel Bearing,ORD933372
Wholesale Client,468.23,Braking system,Maya,Completed,5138.6,Automated migration,4,1284.65,2023-06-20,Brake Pads,ORD933007
Retail Client,58.56,Braking system,Maya,Completed,1362.45,Automated migration,1,1362.45,2023-06-20,Brake Pads,ORD933008
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,18374.41,2023-06-20,ECU Module,ORD933122
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,259.96,2023-06-20,Oil Filter,ORD933199
Retail Client,7.2,Engine system,Maya,Completed,188.6,Automated migration,1,188.6,2023-06-20,Oil Filter,ORD933200
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,256.23,2023-06-20,Oil Filter,ORD933201
Retail Client,11.53,Engine system,Bank Transfer,Completed,182.53,Automated migration,1,182.53,2023-06-20,Oil Filter,ORD933202
Wholesale Client,203.76,Suspension & traction,Maya,Completed,2991.3,Automated migration,1,2991.3,2023-06-20,Shock Absorber,ORD933284
Retail Client,799.37,Electrical system,Maya,Completed,8420.62,Automated migration,1,8420.62,2023-06-20,Starter Motor,ORD933337
Wholesale Client,113.08,Drivetrain,Cash,Completed,1732.9,Automated migration,1,1732.9,2023-06-20,Wheel Bearing,ORD933373
Retail Client,16.52,Engine system,GCash,Completed,263.28,Automated migration,1,263.28,2023-06-21,Air Filter,ORD932875
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,7956.03,2023-06-21,Alternator,ORD932925
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,5087.08,2023-06-21,Battery,ORD932941
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,4617.31,2023-06-21,Battery,ORD932942
Wholesale Client,433.64,Braking system,Cash,Completed,5342.88,Automated migration,4,1335.72,2023-06-21,Brake Pads,ORD933009
Retail Client,6.0,Engine system,Maya,Completed,152.01,Automated migration,1,152.01,2023-06-21,Oil Filter,ORD933203
Wholesale Client,6.5,Engine system,Maya,Completed,141.91,Automated migration,1,141.91,2023-06-21,Oil Filter,ORD933204
Wholesale Client,10.33,Engine system,Bank Transfer,Completed,213.25,Automated migration,1,213.25,2023-06-21,Oil Filter,ORD933205
Wholesale Client,136.66,Suspension & traction,Bank Transfer,Completed,3342.25,Automated migration,1,3342.25,2023-06-21,Shock Absorber,ORD933285
Wholesale Client,284.94,Suspension & traction,Maya,Completed,4136.11,Automated migration,1,4136.11,2023-06-21,Shock Absorber,ORD933286
Retail Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2564.54,2023-06-21,Shock Absorber,ORD933287
Retail Client,302.01,Suspension & traction,GCash,Completed,3445.35,Automated migration,1,3445.35,2023-06-21,Shock Absorber,ORD933288
Wholesale Client,206.33,Suspension & traction,Maya,Completed,3369.48,Automated migration,1,3369.48,2023-06-21,Shock Absorber,ORD933289
Wholesale Client,19.32,Engine system,Maya,Completed,352.78,Automated migration,1,352.78,2023-06-22,Air Filter,ORD932876
Wholesale Client,338.09,Braking system,Bank Transfer,Completed,5714.58,Automated migration,6,952.43,2023-06-22,Brake Pads,ORD933010
Retail Client,127.49,Braking system,Cash,Completed,1564.6,Automated migration,1,1564.6,2023-06-22,Brake Pads,ORD933011
