date,order_number,product_name,category,customer_type,quantity,unit_price,other_expenses,total_amount,payment_method
2021-12-25,ORD2496,Spark Plugs,Ignition,Wholesale,39,12.95,25.87,530.92,PayPal
2021-12-26,ORD2497,Brake Pads,Braking system,Corporate,17,75.91,0.0,1290.47,Bank transfer
2021-12-26,ORD2498,Fuel Pump,Fuel System,Wholesale,24,151.63,0.0,3639.12,Credit card
2021-12-27,ORD2499,Air Filter,Engine,Retail,5,16.6,55.66,138.66,Bank transfer
2021-12-28,ORD2500,Brake Rotor,Braking system,Wholesale,46,56.62,0.0,2604.52,Bank transfer
2021-12-29,ORD2501,Shock Absorber,Suspension,Retail,4,75.31,0.0,301.24,Cash
2021-12-30,ORD2502,Air Filter,Engine,Retail,4,27.3,28.6,137.8,Cash
2021-12-31,ORD2503,Oil Filter,Engine,Retail,2,22.23,67.75,112.21,Cash
2021-12-31,ORD2504,Brake Rotor,Braking system,Retail,2,59.09,0.0,118.18,PayPal
2021-12-31,ORD2505,Brake Rotor,Braking system,Retail,1,57.2,36.71,93.91,Credit card
2022-01-01,ORD2506,Engine Oil,Engine,Wholesale,35,36.37,12.21,1285.16,Bank transfer
2022-01-01,ORD2507,Spark Plugs,Ignition,Retail,5,9.69,59.38,107.83,Cash
2022-01-01,ORD2508,Clutch Kit,Transmission,Retail,5,282.56,0.0,1412.8,Credit card
2022-01-01,ORD2509,Fuel Pump,Fuel System,Retail,2,170.24,8.08,348.56,Cash
2022-01-02,ORD2510,Shock Absorber,Suspension,Retail,2,127.55,0.0,255.1,Bank transfer
2022-01-02,ORD2511,Spark Plugs,Ignition,Retail,3,5.33,0.0,15.99,Bank transfer
2022-01-03,ORD2512,Shock Absorber,Suspension,Corporate,15,88.38,0.0,1325.7,Cash
2022-01-03,ORD2513,Brake Rotor,Braking system,Retail,4,91.29,7.1,372.26,Credit card
2022-01-03,ORD2514,Clutch Kit,Transmission,Retail,3,359.37,78.35,1156.46,Cash
2022-01-04,ORD2515,Spark Plugs,Ignition,Wholesale,31,12.6,0.0,390.6,Bank transfer
2022-01-04,ORD2516,Brake Pads,Braking system,Retail,5,47.41,0.0,237.05,Cash
2022-01-04,ORD2517,Radiator,Cooling,Retail,1,83.59,0.0,83.59,Cash
2022-01-04,ORD2518,Water Pump,Cooling,Retail,1,57.71,26.83,84.54,Cash
2022-01-05,ORD2519,Oil Filter,Engine,Retail,4,16.12,59.76,124.24,Cash
2022-01-05,ORD2520,Spark Plugs,Ignition,Corporate,9,6.68,0.0,60.12,PayPal
2022-01-05,ORD2521,Engine Oil,Engine,Retail,4,58.03,50.91,283.03,PayPal
2022-01-05,ORD2522,Clutch Kit,Transmission,Wholesale,31,427.16,0.0,13241.96,PayPal
2022-01-06,ORD2523,Oil Filter,Engine,Corporate,14,10.24,0.0,143.36,PayPal
2022-01-06,ORD2524,Brake Pads,Braking system,Retail,3,28.55,0.0,85.65,Credit card
2022-01-06,ORD2525,Brake Rotor,Braking system,Corporate,11,97.67,0.0,1074.37,Credit card
2022-01-07,ORD2526,Water Pump,Cooling,Retail,4,81.74,46.6,373.56,PayPal
2022-01-07,ORD2527,Alternator,Electrical,Retail,2,157.07,0.0,314.14,Bank transfer
2022-01-08,ORD2528,Battery,Electrical,Wholesale,21,118.48,0.0,2488.08,PayPal
2022-01-08,ORD2529,Brake Rotor,Braking system,Wholesale,27,47.34,0.0,1278.18,Cash
2022-01-08,ORD2530,Brake Pads,Braking system,Wholesale,36,32.43,0.0,1167.48,Bank transfer
2022-01-09,ORD2531,Alternator,Electrical,Wholesale,41,243.18,0.0,9970.38,Credit card
2022-01-10,ORD2532,Brake Pads,Braking system,Retail,4,67.98,0.0,271.92,Cash
2022-01-10,ORD2533,Fuel Pump,Fuel System,Retail,5,124.29,41.57,663.02,Cash
2022-01-10,ORD2534,Shock Absorber,Suspension,Retail,5,67.55,0.0,337.75,Credit card
2022-01-11,ORD2535,Brake Rotor,Braking system,Wholesale,12,41.35,0.0,496.2,Cash
2022-01-12,ORD2536,Spark Plugs,Ignition,Wholesale,22,11.31,0.0,248.82,Credit card
2022-01-12,ORD2537,Control Arm,Suspension,Retail,4,103.75,0.0,415.0,Cash
2022-01-12,ORD2538,Fuel Pump,Fuel System,Retail,5,144.42,0.0,722.1,Cash
2022-01-12,ORD2539,Air Filter,Engine,Corporate,7,24.91,56.4,230.77,Cash
2022-01-13,ORD2540,Battery,Electrical,Retail,1,217.7,48.58,266.28,PayPal
2022-01-14,ORD2541,Battery,Electrical,Retail,2,249.04,16.98,515.06,Cash
2022-01-14,ORD2542,Engine Oil,Engine,Retail,3,47.23,0.0,141.69,Bank transfer
2022-01-14,ORD2543,Oil Filter,Engine,Retail,1,10.69,79.57,90.26,PayPal
2022-01-14,ORD2544,Oil Filter,Engine,Retail,1,18.6,45.48,64.08,PayPal
2022-01-15,ORD2545,Clutch Kit,Transmission,Retail,1,252.75,19.25,272.0,Cash
2022-01-16,ORD2546,Battery,Electrical,Retail,4,176.35,0.0,705.4,Cash
2022-01-16,ORD2547,Engine Oil,Engine,Wholesale,38,34.77,0.0,1321.26,Credit card
2022-01-16,ORD2548,Alternator,Electrical,Corporate,12,346.38,37.87,4194.43,Bank transfer
2022-01-17,ORD2549,Battery,Electrical,Wholesale,23,112.15,0.0,2579.45,Credit card
2022-01-17,ORD2550,Shock Absorber,Suspension,Wholesale,32,89.13,78.53,2930.69,Cash
2022-01-18,ORD2551,Control Arm,Suspension,Wholesale,25,89.32,0.0,2233.0,Bank transfer
2022-01-18,ORD2552,Fuel Pump,Fuel System,Retail,3,184.95,0.0,554.85,Cash
2022-01-18,ORD2553,Shock Absorber,Suspension,Corporate,7,89.12,21.51,645.35,Bank transfer
2022-01-19,ORD2554,Oil Filter,Engine,Wholesale,46,22.4,27.79,1058.19,Bank transfer
2022-01-20,ORD2555,Oil Filter,Engine,Retail,4,11.05,0.0,44.2,Credit card
2022-01-20,ORD2556,Radiator,Cooling,Retail,1,113.34,0.0,113.34,Credit card
2022-01-20,ORD2557,Clutch Kit,Transmission,Wholesale,45,455.37,0.0,20491.65,PayPal
2022-01-20,ORD2558,Brake Rotor,Braking system,Corporate,15,79.77,26.22,1222.77,Credit card
2022-01-21,ORD2559,Oil Filter,Engine,Retail,4,15.86,0.0,63.44,PayPal
2022-01-22,ORD2560,Fuel Pump,Fuel System,Wholesale,14,204.16,56.18,2914.42,PayPal
2022-01-23,ORD2561,Control Arm,Suspension,Wholesale,30,140.36,10.7,4221.5,Cash
2022-01-24,ORD2562,Brake Rotor,Braking system,Retail,2,50.29,0.0,100.58,PayPal
2022-01-24,ORD2563,Fuel Pump,Fuel System,Corporate,14,199.73,0.0,2796.22,Bank transfer
2022-01-24,ORD2564,Oil Filter,Engine,Retail,3,14.06,24.98,67.16,Bank transfer
2022-01-25,ORD2565,Water Pump,Cooling,Retail,1,76.04,0.0,76.04,PayPal
2022-01-25,ORD2566,Fuel Pump,Fuel System,Retail,1,152.23,0.0,152.23,Bank transfer
2022-01-25,ORD2567,Battery,Electrical,Retail,2,241.29,0.0,482.58,Credit card
2022-01-25,ORD2568,Battery,Electrical,Retail,4,114.92,0.0,459.68,Cash
2022-01-26,ORD2569,Air Filter,Engine,Retail,5,20.88,0.0,104.4,Cash
2022-01-27,ORD2570,Clutch Kit,Transmission,Retail,5,246.27,20.32,1251.67,Bank transfer
2022-01-27,ORD2571,Brake Pads,Braking system,Retail,3,63.84,0.0,191.52,PayPal
2022-01-28,ORD2572,Brake Rotor,Braking system,Retail,5,88.12,0.0,440.6,Credit card
2022-01-28,ORD2573,Spark Plugs,Ignition,Retail,1,9.18,0.0,9.18,PayPal
2022-01-29,ORD2574,Oil Filter,Engine,Retail,1,12.35,0.0,12.35,Cash
2022-01-30,ORD2575,Air Filter,Engine,Retail,1,27.14,0.0,27.14,PayPal
2022-01-30,ORD2576,Brake Pads,Braking system,Retail,5,44.45,42.41,264.66,PayPal
2022-01-30,ORD2577,Oil Filter,Engine,Retail,1,19.37,0.0,19.37,Bank transfer
2022-01-31,ORD2578,Fuel Pump,Fuel System,Wholesale,36,81.85,0.0,2946.6,PayPal
2022-02-01,ORD2579,Fuel Pump,Fuel System,Retail,1,148.21,0.0,148.21,Bank transfer
2022-02-01,ORD2580,Control Arm,Suspension,Retail,4,172.67,0.0,690.68,Bank transfer
2022-02-01,ORD2581,Fuel Pump,Fuel System,Corporate,15,195.89,0.0,2938.35,Bank transfer
2022-02-01,ORD2582,Control Arm,Suspension,Retail,1,120.85,21.58,142.43,Cash
2022-02-02,ORD2583,Clutch Kit,Transmission,Retail,3,482.45,0.0,1447.35,PayPal
2022-02-02,ORD2584,Spark Plugs,Ignition,Corporate,6,5.1,0.0,30.6,Credit card
2022-02-03,ORD2585,Air Filter,Engine,Wholesale,34,29.12,39.07,1029.15,PayPal
2022-02-03,ORD2586,Battery,Electrical,Wholesale,48,165.59,55.99,8004.31,PayPal
2022-02-03,ORD2587,Clutch Kit,Transmission,Wholesale,32,487.62,0.0,15603.84,Cash
2022-02-03,ORD2588,Engine Oil,Engine,Retail,2,41.95,77.69,161.59,Credit card
2022-02-04,ORD2589,Fuel Pump,Fuel System,Retail,2,127.7,0.0,255.4,PayPal
2022-02-04,ORD2590,Brake Pads,Braking system,Wholesale,42,31.42,15.37,1335.01,Cash
2022-02-05,ORD2591,Clutch Kit,Transmission,Retail,1,247.15,41.46,288.61,PayPal
2022-02-05,ORD2592,Brake Pads,Braking system,Retail,3,24.95,59.57,134.42,Cash
2022-02-06,ORD2593,Alternator,Electrical,Wholesale,18,231.86,0.0,4173.48,Bank transfer
2022-02-06,ORD2594,Spark Plugs,Ignition,Retail,5,10.68,0.0,53.4,PayPal
2022-02-06,ORD2595,Fuel Pump,Fuel System,Retail,4,198.11,14.41,806.85,Cash
2022-02-07,ORD2596,Control Arm,Suspension,Wholesale,42,78.17,30.33,3313.47,Cash
2022-02-07,ORD2597,Radiator,Cooling,Retail,5,110.61,0.0,553.05,PayPal
2022-02-08,ORD2598,Battery,Electrical,Retail,1,184.29,52.88,237.17,PayPal
2022-02-08,ORD2599,Water Pump,Cooling,Retail,2,91.58,73.33,256.49,Bank transfer
2022-02-08,ORD2600,Air Filter,Engine,Corporate,15,29.91,0.0,448.65,Cash
2022-02-09,ORD2601,Spark Plugs,Ignition,Retail,3,5.47,52.02,68.43,Bank transfer
2022-02-10,ORD2602,Radiator,Cooling,Wholesale,16,196.73,0.0,3147.68,Cash
2022-02-10,ORD2603,Spark Plugs,Ignition,Retail,5,5.29,0.0,26.45,Cash
2022-02-10,ORD2604,Control Arm,Suspension,Wholesale,34,160.51,0.0,5457.34,PayPal
2022-02-11,ORD2605,Brake Rotor,Braking system,Retail,4,58.15,0.0,232.6,PayPal
2022-02-11,ORD2606,Air Filter,Engine,Corporate,15,22.4,62.72,398.72,PayPal
2022-02-11,ORD2607,Clutch Kit,Transmission,Retail,3,413.34,0.0,1240.02,Credit card
2022-02-11,ORD2608,Engine Oil,Engine,Retail,4,32.95,59.55,191.35,Cash
2022-02-12,ORD2609,Air Filter,Engine,Corporate,15,33.76,57.84,564.24,Bank transfer
2022-02-12,ORD2610,Battery,Electrical,Retail,5,107.67,44.58,582.93,Bank transfer
2022-02-13,ORD2611,Clutch Kit,Transmission,Retail,2,367.74,0.0,735.48,PayPal
2022-02-14,ORD2612,Engine Oil,Engine,Retail,5,36.82,77.0,261.1,Bank transfer
2022-02-14,ORD2613,Clutch Kit,Transmission,Retail,5,292.75,64.76,1528.51,Credit card
2022-02-15,ORD2614,Spark Plugs,Ignition,Wholesale,25,8.28,0.0,207.0,Credit card
2022-02-15,ORD2615,Spark Plugs,Ignition,Wholesale,21,8.24,0.0,173.04,Cash
2022-02-15,ORD2616,Oil Filter,Engine,Retail,5,23.35,0.0,116.75,PayPal
2022-02-15,ORD2617,Radiator,Cooling,Retail,3,194.54,0.0,583.62,PayPal
2022-02-16,ORD2618,Shock Absorber,Suspension,Retail,5,98.47,0.0,492.35,Credit card
2022-02-16,ORD2619,Engine Oil,Engine,Retail,3,36.9,0.0,110.7,Bank transfer
2022-02-16,ORD2620,Control Arm,Suspension,Retail,5,155.15,0.0,775.75,PayPal
2022-02-16,ORD2621,Oil Filter,Engine,Retail,3,16.8,0.0,50.4,Cash
2022-02-17,ORD2622,Air Filter,Engine,Retail,1,34.9,18.59,53.49,Bank transfer
2022-02-17,ORD2623,Water Pump,Cooling,Retail,1,52.75,46.55,99.3,Credit card
2022-02-18,ORD2624,Clutch Kit,Transmission,Wholesale,24,467.69,0.0,11224.56,PayPal
2022-02-18,ORD2625,Alternator,Electrical,Retail,1,225.35,49.95,275.3,Bank transfer
2022-02-19,ORD2626,Shock Absorber,Suspension,Retail,1,115.67,0.0,115.67,PayPal
2022-02-20,ORD2627,Oil Filter,Engine,Retail,4,13.47,0.0,53.88,Cash
2022-02-21,ORD2628,Brake Pads,Braking system,Retail,4,53.19,27.31,240.07,Credit card
2022-02-22,ORD2629,Fuel Pump,Fuel System,Retail,4,143.35,45.52,618.92,Bank transfer
2022-02-22,ORD2630,Oil Filter,Engine,Retail,4,23.74,74.14,169.1,PayPal
2022-02-22,ORD2631,Brake Rotor,Braking system,Wholesale,33,96.13,0.0,3172.29,PayPal
2022-02-22,ORD2632,Water Pump,Cooling,Retail,1,89.24,21.99,111.23,Cash
2022-02-23,ORD2633,Fuel Pump,Fuel System,Retail,1,201.82,0.0,201.82,PayPal
2022-02-23,ORD2634,Clutch Kit,Transmission,Retail,1,382.38,31.04,413.42,Credit card
2022-02-24,ORD2635,Shock Absorber,Suspension,Wholesale,12,79.64,7.33,963.01,Credit card
2022-02-24,ORD2636,Oil Filter,Engine,Retail,3,24.3,0.0,72.9,PayPal
2022-02-25,ORD2637,Spark Plugs,Ignition,Retail,1,11.33,0.0,11.33,Credit card
2022-02-25,ORD2638,Water Pump,Cooling,Retail,4,62.12,67.1,315.58,PayPal
2022-02-25,ORD2639,Brake Pads,Braking system,Retail,1,63.3,76.46,139.76,Credit card
2022-02-26,ORD2640,Fuel Pump,Fuel System,Retail,2,177.57,0.0,355.14,PayPal
2022-02-26,ORD2641,Battery,Electrical,Retail,1,193.44,36.24,229.68,Credit card
2022-02-26,ORD2642,Water Pump,Cooling,Retail,5,59.07,0.0,295.35,Credit card
2022-02-27,ORD2643,Fuel Pump,Fuel System,Wholesale,28,193.81,0.0,5426.68,Cash
2022-02-27,ORD2644,Spark Plugs,Ignition,Corporate,10,11.33,10.47,123.77,Bank transfer
2022-02-27,ORD2645,Spark Plugs,Ignition,Wholesale,40,5.23,0.0,209.2,PayPal
2022-02-28,ORD2646,Battery,Electrical,Retail,2,220.99,0.0,441.98,Cash
2022-02-28,ORD2647,Brake Rotor,Braking system,Wholesale,35,66.61,0.0,2331.35,Cash
2022-02-28,ORD2648,Control Arm,Suspension,Retail,5,96.16,0.0,480.8,Credit card
2022-03-01,ORD2649,Battery,Electrical,Retail,5,172.84,0.0,864.2,PayPal
2022-03-01,ORD2650,Battery,Electrical,Wholesale,27,103.56,33.19,2829.31,Bank transfer
2022-03-01,ORD2651,Battery,Electrical,Retail,3,231.88,0.0,695.64,Credit card
2022-03-01,ORD2652,Radiator,Cooling,Corporate,10,154.52,0.0,1545.2,Bank transfer
2022-03-02,ORD2653,Spark Plugs,Ignition,Retail,4,10.32,0.0,41.28,Bank transfer
2022-03-02,ORD2654,Radiator,Cooling,Retail,5,198.54,71.83,1064.53,Bank transfer
2022-03-03,ORD2655,Air Filter,Engine,Retail,2,34.23,66.0,134.46,Bank transfer
2022-03-03,ORD2656,Engine Oil,Engine,Wholesale,15,44.49,40.29,707.64,Credit card
2022-03-03,ORD2657,Oil Filter,Engine,Retail,3,14.65,0.0,43.95,Bank transfer
2022-03-03,ORD2658,Alternator,Electrical,Retail,2,274.31,0.0,548.62,Credit card
2022-03-04,ORD2659,Fuel Pump,Fuel System,Retail,3,110.36,0.0,331.08,Bank transfer
2022-03-04,ORD2660,Shock Absorber,Suspension,Retail,4,66.38,0.0,265.52,Bank transfer
2022-03-05,ORD2661,Air Filter,Engine,Retail,3,26.44,0.0,79.32,Credit card
2022-03-06,ORD2662,Brake Pads,Braking system,Retail,2,43.41,0.0,86.82,Cash
2022-03-07,ORD2663,Brake Pads,Braking system,Retail,1,58.05,12.57,70.62,Bank transfer
2022-03-07,ORD2664,Radiator,Cooling,Retail,4,170.22,0.0,680.88,PayPal
2022-03-07,ORD2665,Fuel Pump,Fuel System,Retail,1,135.11,35.16,170.27,Credit card
2022-03-07,ORD2666,Clutch Kit,Transmission,Retail,1,440.17,0.0,440.17,Credit card
2022-03-08,ORD2667,Clutch Kit,Transmission,Retail,3,323.88,0.0,971.64,Bank transfer
2022-03-08,ORD2668,Control Arm,Suspension,Retail,3,82.72,0.0,248.16,Credit card
2022-03-09,ORD2669,Fuel Pump,Fuel System,Retail,2,186.55,0.0,373.1,Bank transfer
2022-03-09,ORD2670,Spark Plugs,Ignition,Retail,5,6.7,56.81,90.31,PayPal
2022-03-10,ORD2671,Battery,Electrical,Wholesale,37,174.52,50.85,6508.09,Bank transfer
2022-03-10,ORD2672,Water Pump,Cooling,Retail,5,107.11,0.0,535.55,Bank transfer
2022-03-10,ORD2673,Air Filter,Engine,Wholesale,33,19.58,0.0,646.14,Bank transfer
2022-03-11,ORD2674,Shock Absorber,Suspension,Retail,4,143.37,0.0,573.48,Bank transfer
2022-03-12,ORD2675,Radiator,Cooling,Retail,3,94.85,41.9,326.45,PayPal
2022-03-12,ORD2676,Clutch Kit,Transmission,Retail,5,394.48,5.9,1978.3,Cash
2022-03-12,ORD2677,Spark Plugs,Ignition,Wholesale,10,8.88,0.0,88.8,Bank transfer
2022-03-12,ORD2678,Clutch Kit,Transmission,Wholesale,12,476.12,0.0,5713.44,Credit card
2022-03-13,ORD2679,Spark Plugs,Ignition,Retail,1,13.63,0.0,13.63,Cash
2022-03-13,ORD2680,Clutch Kit,Transmission,Retail,2,395.94,57.85,849.73,Cash
2022-03-13,ORD2681,Fuel Pump,Fuel System,Retail,1,159.62,0.0,159.62,Credit card
2022-03-13,ORD2682,Battery,Electrical,Retail,3,206.11,17.42,635.75,PayPal
2022-03-14,ORD2683,Oil Filter,Engine,Retail,2,15.48,70.87,101.83,Credit card
2022-03-15,ORD2684,Alternator,Electrical,Retail,3,168.46,46.3,551.68,PayPal
2022-03-15,ORD2685,Air Filter,Engine,Retail,3,20.91,0.0,62.73,Cash
2022-03-16,ORD2686,Clutch Kit,Transmission,Retail,1,449.37,14.27,463.64,Cash
2022-03-17,ORD2687,Spark Plugs,Ignition,Retail,4,6.17,0.0,24.68,Credit card
2022-03-18,ORD2688,Air Filter,Engine,Retail,4,28.04,0.0,112.16,PayPal
2022-03-18,ORD2689,Alternator,Electrical,Wholesale,47,251.16,76.32,11880.84,Bank transfer
2022-03-18,ORD2690,Water Pump,Cooling,Retail,5,53.2,0.0,266.0,PayPal
2022-03-18,ORD2691,Brake Rotor,Braking system,Retail,5,50.45,47.11,299.36,PayPal
2022-03-19,ORD2692,Spark Plugs,Ignition,Retail,5,8.33,39.76,81.41,Credit card
2022-03-19,ORD2693,Alternator,Electrical,Retail,4,230.79,0.0,923.16,Credit card
2022-03-19,ORD2694,Control Arm,Suspension,Wholesale,42,167.97,0.0,7054.74,PayPal
2022-03-19,ORD2695,Water Pump,Cooling,Retail,3,82.43,0.0,247.29,Bank transfer
2022-03-20,ORD2696,Oil Filter,Engine,Retail,2,24.25,0.0,48.5,Cash
2022-03-20,ORD2697,Air Filter,Engine,Retail,2,30.19,0.0,60.38,Credit card
2022-03-21,ORD2698,Alternator,Electrical,Wholesale,16,218.8,7.94,3508.74,Cash
2022-03-21,ORD2699,Brake Rotor,Braking system,Retail,3,55.18,0.0,165.54,PayPal
2022-03-21,ORD2700,Fuel Pump,Fuel System,Wholesale,45,116.63,0.0,5248.35,Cash
2022-03-21,ORD2701,Engine Oil,Engine,Retail,5,59.08,0.0,295.4,Cash
2022-03-22,ORD2702,Radiator,Cooling,Retail,5,186.05,0.0,930.25,Cash
2022-03-22,ORD2703,Control Arm,Suspension,Corporate,15,102.55,27.79,1566.04,Bank transfer
2022-03-22,ORD2704,Oil Filter,Engine,Wholesale,23,19.87,0.0,457.01,Bank transfer
2022-03-23,ORD2705,Oil Filter,Engine,Retail,2,11.31,14.91,37.53,Credit card
2022-03-23,ORD2706,Spark Plugs,Ignition,Retail,1,7.5,0.0,7.5,Credit card
2022-03-23,ORD2707,Radiator,Cooling,Wholesale,24,113.17,0.0,2716.08,PayPal
2022-03-24,ORD2708,Alternator,Electrical,Retail,4,243.77,0.0,975.08,Cash
2022-03-24,ORD2709,Brake Pads,Braking system,Retail,2,27.42,69.35,124.19,PayPal
2022-03-25,ORD2710,Radiator,Cooling,Retail,2,170.66,14.64,355.96,PayPal
2022-03-25,ORD2711,Fuel Pump,Fuel System,Retail,4,86.84,0.0,347.36,Cash
2022-03-26,ORD2712,Spark Plugs,Ignition,Retail,3,12.78,74.23,112.57,Bank transfer
2022-03-26,ORD2713,Control Arm,Suspension,Retail,1,129.68,55.87,185.55,Cash
2022-03-26,ORD2714,Fuel Pump,Fuel System,Wholesale,22,135.75,0.0,2986.5,Credit card
2022-03-26,ORD2715,Radiator,Cooling,Retail,5,102.43,44.34,556.49,Bank transfer
2022-03-27,ORD2716,Radiator,Cooling,Retail,3,80.41,0.0,241.23,Cash
2022-03-27,ORD2717,Oil Filter,Engine,Wholesale,13,18.59,0.0,241.67,Bank transfer
2022-03-27,ORD2718,Fuel Pump,Fuel System,Wholesale,10,174.77,26.83,1774.53,PayPal
2022-03-27,ORD2719,Radiator,Cooling,Wholesale,23,151.71,0.0,3489.33,Cash
2022-03-28,ORD2720,Clutch Kit,Transmission,Corporate,9,407.89,0.0,3671.01,PayPal
2022-03-28,ORD2721,Brake Rotor,Braking system,Retail,4,64.07,8.43,264.71,PayPal
2022-03-28,ORD2722,Brake Rotor,Braking system,Retail,4,43.63,65.06,239.58,Bank transfer
2022-03-29,ORD2723,Water Pump,Cooling,Retail,2,113.45,11.01,237.91,PayPal
2022-03-30,ORD2724,Control Arm,Suspension,Retail,5,114.15,0.0,570.75,Bank transfer
2022-03-30,ORD2725,Control Arm,Suspension,Retail,2,114.29,0.0,228.58,PayPal
2022-03-30,ORD2726,Engine Oil,Engine,Wholesale,19,39.01,31.42,772.61,PayPal
2022-03-30,ORD2727,Clutch Kit,Transmission,Wholesale,25,210.14,21.4,5274.9,Bank transfer
2022-03-31,ORD2728,Shock Absorber,Suspension,Wholesale,12,107.83,0.0,1293.96,Cash
2022-03-31,ORD2729,Alternator,Electrical,Retail,1,238.72,76.61,315.33,Credit card
2022-04-01,ORD2730,Control Arm,Suspension,Retail,4,149.54,27.79,625.95,PayPal
2022-04-01,ORD2731,Spark Plugs,Ignition,Retail,3,11.76,0.0,35.28,Credit card
2022-04-01,ORD2732,Radiator,Cooling,Retail,4,150.49,0.0,601.96,Bank transfer
2022-04-01,ORD2733,Clutch Kit,Transmission,Wholesale,23,474.31,42.18,10951.31,PayPal
2022-04-02,ORD2734,Radiator,Cooling,Retail,5,163.22,0.0,816.1,Bank transfer
2022-04-03,ORD2735,Control Arm,Suspension,Retail,1,118.28,0.0,118.28,Cash
2022-04-03,ORD2736,Fuel Pump,Fuel System,Retail,3,130.5,0.0,391.5,Cash
2022-04-04,ORD2737,Spark Plugs,Ignition,Retail,5,12.41,56.19,118.24,PayPal
2022-04-04,ORD2738,Radiator,Cooling,Corporate,5,134.45,0.0,672.25,Credit card
2022-04-04,ORD2739,Shock Absorber,Suspension,Retail,2,113.21,60.48,286.9,Credit card
2022-04-04,ORD2740,Brake Rotor,Braking system,Retail,2,66.55,0.0,133.1,Bank transfer
2022-04-05,ORD2741,Engine Oil,Engine,Retail,5,56.15,0.0,280.75,Cash
2022-04-05,ORD2742,Spark Plugs,Ignition,Retail,1,5.3,0.0,5.3,PayPal
2022-04-05,ORD2743,Shock Absorber,Suspension,Retail,2,79.02,0.0,158.04,Credit card
2022-04-05,ORD2744,Air Filter,Engine,Retail,2,17.44,33.54,68.42,Bank transfer
2022-04-06,ORD2745,Spark Plugs,Ignition,Retail,3,14.6,0.0,43.8,PayPal
2022-04-06,ORD2746,Clutch Kit,Transmission,Retail,4,404.78,0.0,1619.12,Credit card
2022-04-07,ORD2747,Air Filter,Engine,Retail,1,27.81,0.0,27.81,Credit card
2022-04-07,ORD2748,Fuel Pump,Fuel System,Retail,4,144.75,70.87,649.87,Bank transfer
2022-04-08,ORD2749,Shock Absorber,Suspension,Wholesale,48,96.4,0.0,4627.2,PayPal
2022-04-08,ORD2750,Battery,Electrical,Retail,3,101.3,6.4,310.3,Cash
2022-04-08,ORD2751,Battery,Electrical,Retail,1,138.15,0.0,138.15,Bank transfer
2022-04-08,ORD2752,Battery,Electrical,Retail,4,216.28,0.0,865.12,PayPal
2022-04-09,ORD2753,Water Pump,Cooling,Retail,3,107.02,0.0,321.06,Bank transfer
2022-04-09,ORD2754,Radiator,Cooling,Wholesale,27,84.42,0.0,2279.34,Cash
2022-04-09,ORD2755,Battery,Electrical,Retail,5,207.35,0.0,1036.75,Credit card
2022-04-10,ORD2756,Brake Rotor,Braking system,Retail,4,98.59,0.0,394.36,Credit card
2022-04-10,ORD2757,Brake Pads,Braking system,Wholesale,32,31.33,0.0,1002.56,Credit card
2022-04-11,ORD2758,Oil Filter,Engine,Retail,5,10.01,0.0,50.05,Bank transfer
2022-04-12,ORD2759,Oil Filter,Engine,Retail,4,10.22,0.0,40.88,Credit card
2022-04-12,ORD2760,Brake Pads,Braking system,Wholesale,27,33.98,0.0,917.46,PayPal
2022-04-13,ORD2761,Air Filter,Engine,Retail,2,32.91,71.92,137.74,Credit card
2022-04-13,ORD2762,Spark Plugs,Ignition,Retail,3,14.8,0.0,44.4,PayPal
2022-04-13,ORD2763,Shock Absorber,Suspension,Retail,2,67.12,0.0,134.24,Bank transfer
2022-04-13,ORD2764,Clutch Kit,Transmission,Retail,2,258.86,64.59,582.31,Credit card
2022-04-14,ORD2765,Air Filter,Engine,Retail,1,23.59,0.0,23.59,PayPal
2022-04-14,ORD2766,Brake Pads,Braking system,Retail,4,23.43,0.0,93.72,Cash
2022-04-14,ORD2767,Brake Rotor,Braking system,Corporate,8,76.12,42.5,651.46,Credit card
2022-04-15,ORD2768,Spark Plugs,Ignition,Corporate,8,9.45,43.54,119.14,Credit card
2022-04-15,ORD2769,Brake Pads,Braking system,Wholesale,34,46.41,37.9,1615.84,Cash
2022-04-15,ORD2770,Clutch Kit,Transmission,Retail,3,384.73,42.39,1196.58,Bank transfer
2022-04-15,ORD2771,Battery,Electrical,Wholesale,24,126.15,0.0,3027.6,Credit card
2022-04-16,ORD2772,Alternator,Electrical,Retail,4,333.94,0.0,1335.76,Credit card
2022-04-17,ORD2773,Air Filter,Engine,Corporate,15,29.89,39.11,487.46,Credit card
2022-04-17,ORD2774,Spark Plugs,Ignition,Retail,1,10.19,0.0,10.19,Bank transfer
2022-04-17,ORD2775,Brake Pads,Braking system,Retail,5,58.44,61.64,353.84,PayPal
2022-04-17,ORD2776,Brake Rotor,Braking system,Retail,2,84.04,0.0,168.08,PayPal
2022-04-18,ORD2777,Control Arm,Suspension,Retail,5,150.23,63.28,814.43,Credit card
2022-04-18,ORD2778,Control Arm,Suspension,Retail,1,172.06,10.92,182.98,Credit card
2022-04-18,ORD2779,Spark Plugs,Ignition,Retail,5,13.46,36.45,103.75,Bank transfer
2022-04-18,ORD2780,Oil Filter,Engine,Wholesale,37,19.84,0.0,734.08,Credit card
2022-04-19,ORD2781,Battery,Electrical,Retail,1,158.28,7.18,165.46,Credit card
