reportDate,productName,category,quantity,unitPrice,otherExpenses,totalAmount,customerName,paymentMethod,status,orderNumber,notes
2023-12-02,Turbocharger,Engine system,2,12807.47,1927.99,27542.93,Wholesale Client,Maya,Completed,ORDT100210,Synthetic test data
2023-01-09,Turbocharger,Engine system,1,10097.11,821.53,10918.64,Wholesale Client,Cash,Completed,ORDT100211,Synthetic test data
2023-09-02,Turbocharger,Engine system,5,13858.78,1056.56,70350.46,Retail Client,GCash,Completed,ORDT100212,Synthetic test data
2023-01-26,Turbocharger,Engine system,4,21990.73,360.86,88323.78,Retail Client,Maya,Completed,ORDT100213,Synthetic test data
2023-01-29,Turbocharger,Engine system,3,23567.95,1966.8,72670.65,Retail Client,GCash,Completed,ORDT100214,Synthetic test data
2023-08-17,Turbocharger,Engine system,5,18385.84,314.27,92243.47,Retail Client,Cash,Completed,ORDT100215,Synthetic test data
2023-09-10,Turbocharger,Engine system,1,7965.7,72.73,8038.43,Retail Client,Check,Completed,ORDT100216,Synthetic test data
2023-02-17,Turbocharger,Engine system,1,21679.19,733.72,22412.91,Wholesale Client,Maya,Completed,ORDT100217,Synthetic test data
2023-02-17,Turbocharger,Engine system,4,7744.31,162.99,31140.23,Wholesale Client,GCash,Completed,ORDT100218,Synthetic test data
2023-12-17,Turbocharger,Engine system,3,13958.82,788.88,42665.34,Retail Client,Cash,Completed,ORDT100219,Synthetic test data
2023-04-18,Turbocharger,Engine system,2,13003.52,263.42,26270.46,Wholesale Client,Bank Transfer,Completed,ORDT100220,Synthetic test data
2023-11-15,Turbocharger,Engine system,3,9131.41,1631.04,29025.27,Retail Client,Cash,Completed,ORDT100221,Synthetic test data
2023-08-12,Turbocharger,Engine system,2,24215.8,1336.13,49767.73,Retail Client,Maya,Pending,ORDT100222,Synthetic test data
2023-04-30,Turbocharger,Engine system,5,16972.84,1116.14,85980.34,Wholesale Client,Cash,Completed,ORDT100223,Synthetic test data
2023-06-09,Turbocharger,Engine system,1,6702.81,1346.98,8049.79,Retail Client,GCash,Completed,ORDT100224,Synthetic test data
2023-03-19,Turbocharger,Engine system,3,24575.28,1438.51,75164.35,Retail Client,Check,Completed,ORDT100225,Synthetic test data
2023-03-30,Turbocharger,Engine system,1,16060.7,871.25,16931.95,Wholesale Client,Cash,Completed,ORDT100226,Synthetic test data
2023-11-19,Turbocharger,Engine system,1,8881.11,601.72,9482.83,Retail Client,Bank Transfer,Completed,ORDT100227,Synthetic test data
2023-04-10,Turbocharger,Engine system,1,17390.17,1275.57,18665.74,Retail Client,Check,Completed,ORDT100228,Synthetic test data
2023-09-15,Turbocharger,Engine system,4,21779.61,1867.45,88985.89,Retail Client,Maya,Completed,ORDT100229,Synthetic test data
2023-10-31,Turbocharger,Engine system,4,13799.49,448.57,55646.53,Retail Client,Cash,Completed,ORDT100230,Synthetic test data
2023-01-05,Turbocharger,Engine system,4,23134.18,436.62,92973.34,Wholesale Client,Check,Completed,ORDT100231,Synthetic test data
2023-01-27,Turbocharger,Engine system,4,19914.26,1454.97,81112.01,Retail Client,Check,Completed,ORDT100232,Synthetic test data
2023-01-21,Turbocharger,Engine system,3,18962.94,1950.9,58839.72,Retail Client,Bank Transfer,Completed,ORDT100233,Synthetic test data
2023-06-27,Turbocharger,Engine system,3,20609.84,1708.9,63538.42,Retail Client,Bank Transfer,Completed,ORDT100234,Synthetic test data
2023-07-12,Turbocharger,Engine system,1,6848.82,272.41,7121.23,Wholesale Client,Check,Completed,ORDT100235,Synthetic test data
2023-07-01,Turbocharger,Engine system,3,14140.25,685.68,43106.43,Wholesale Client,Bank Transfer,Completed,ORDT100236,Synthetic test data
2023-01-26,Turbocharger,Engine system,2,17053.88,651.83,34759.59,Retail Client,Check,Completed,ORDT100237,Synthetic test data
2023-05-31,Turbocharger,Engine system,1,18976.03,99.28,19075.31,Wholesale Client,Check,Completed,ORDT100238,Synthetic test data
2023-10-02,Turbocharger,Engine system,3,17284.7,1147.31,53001.41,Retail Client,Check,Completed,ORDT100239,Synthetic test data
2023-03-07,Turbocharger,Engine system,5,17196.6,509.54,86492.54,Wholesale Client,GCash,Completed,ORDT100240,Synthetic test data
2023-04-16,Turbocharger,Engine system,2,15035.15,1083.88,31154.18,Wholesale Client,GCash,Completed,ORDT100241,Synthetic test data
2023-11-27,Turbocharger,Engine system,3,5237.19,1991.64,17703.21,Wholesale Client,Check,Pending,ORDT100242,Synthetic test data
2023-12-10,Turbocharger,Engine system,1,14576.6,64.38,14640.98,Retail Client,GCash,Pending,ORDT100243,Synthetic test data
2023-12-03,Turbocharger,Engine system,5,17222.67,1953.05,88066.4,Retail Client,Bank Transfer,Completed,ORDT100244,Synthetic test data
2023-03-17,Turbocharger,Engine system,1,10544.14,66.73,10610.87,Retail Client,Maya,Completed,ORDT100245,Synthetic test data
2023-09-28,Turbocharger,Engine system,4,21020.54,828.03,84910.19,Retail Client,Check,Completed,ORDT100246,Synthetic test data
2023-06-16,Turbocharger,Engine system,1,22097.25,1520.59,23617.84,Wholesale Client,GCash,Completed,ORDT100247,Synthetic test data
2023-07-15,Turbocharger,Engine system,3,11766.31,1401.02,36699.95,Wholesale Client,Maya,Completed,ORDT100248,Synthetic test data
2023-06-11,Turbocharger,Engine system,4,20247.93,1318.94,82310.66,Retail Client,Cash,Completed,ORDT100249,Synthetic test data
2023-06-06,Turbocharger,Engine system,2,23547.2,1988.25,49082.65,Retail Client,Cash,Completed,ORDT100250,Synthetic test data
2023-08-06,Turbocharger,Engine system,4,15047.06,819.58,61007.82,Wholesale Client,Bank Transfer,Completed,ORDT100251,Synthetic test data
2023-01-09,Turbocharger,Engine system,1,23344.6,1007.35,24351.95,Wholesale Client,Cash,Completed,ORDT100252,Synthetic test data
2023-10-27,Turbocharger,Engine system,1,9036.55,1680.47,10717.02,Retail Client,Cash,Completed,ORDT100253,Synthetic test data
2023-12-03,Turbocharger,Engine system,1,18398.26,545.02,18943.28,Retail Client,Maya,Completed,ORDT100254,Synthetic test data
2023-03-07,Turbocharger,Engine system,5,14808.87,1635.78,75680.13,Wholesale Client,Maya,Completed,ORDT100255,Synthetic test data
2023-11-10,Turbocharger,Engine system,3,16009.29,1107.63,49135.5,Wholesale Client,GCash,Completed,ORDT100256,Synthetic test data
2023-06-26,Turbocharger,Engine system,3,16224.9,738.38,49413.08,Wholesale Client,Maya,Completed,ORDT100257,Synthetic test data
2023-06-19,Turbocharger,Engine system,2,17895.08,1078.21,36868.37,Wholesale Client,Bank Transfer,Cancelled,ORDT100258,Synthetic test data
2023-03-16,Turbocharger,Engine system,4,23519.92,1166.23,95245.91,Wholesale Client,Maya,Completed,ORDT100259,Synthetic test data
2023-10-06,Turbocharger,Engine system,3,7897.14,1543.96,25235.38,Retail Client,GCash,Completed,ORDT100260,Synthetic test data
2023-02-19,Turbocharger,Engine system,2,20261.71,534.26,41057.68,Retail Client,Bank Transfer,Completed,ORDT100261,Synthetic test data
2023-07-17,Turbocharger,Engine system,4,12913.87,1164.33,52819.81,Wholesale Client,Cash,Completed,ORDT100262,Synthetic test data
2023-01-13,Turbocharger,Engine system,2,5889.31,1632.88,13411.5,Retail Client,Bank Transfer,Completed,ORDT100263,Synthetic test data
2023-12-31,Turbocharger,Engine system,1,12756.79,1608.39,14365.18,Retail Client,Bank Transfer,Completed,ORDT100264,Synthetic test data
2023-10-19,Turbocharger,Engine system,2,6522.34,1628.25,14672.93,Retail Client,Check,Completed,ORDT100265,Synthetic test data
2023-11-21,Turbocharger,Engine system,4,21367.84,726.74,86198.1,Wholesale Client,Bank Transfer,Completed,ORDT100266,Synthetic test data
2023-09-10,Turbocharger,Engine system,5,19532.87,804.18,98468.53,Wholesale Client,Check,Completed,ORDT100267,Synthetic test data
2023-12-09,Turbocharger,Engine system,2,10313.74,323.37,20950.85,Retail Client,Check,Completed,ORDT100268,Synthetic test data
2023-11-15,Turbocharger,Engine system,3,9236.95,719.56,28430.41,Wholesale Client,Check,Completed,ORDT100269,Synthetic test data
2023-12-10,Turbocharger,Engine system,2,12181.11,1338.61,25700.83,Wholesale Client,Bank Transfer,Completed,ORDT100270,Synthetic test data
2023-12-08,Turbocharger,Engine system,2,15507.18,750.71,31765.07,Wholesale Client,Bank Transfer,Completed,ORDT100271,Synthetic test data
2023-05-07,Turbocharger,Engine system,4,18058.76,1066.49,73301.53,Retail Client,Cash,Completed,ORDT100272,Synthetic test data
2023-02-25,Turbocharger,Engine system,3,6337.29,113.36,19125.23,Wholesale Client,GCash,Completed,ORDT100273,Synthetic test data
2023-11-25,Turbocharger,Engine system,1,12359.01,1183.53,13542.54,Retail Client,Maya,Completed,ORDT100274,Synthetic test data
2023-10-17,Turbocharger,Engine system,4,9749.53,1608.94,40607.06,Retail Client,Bank Transfer,Completed,ORDT100275,Synthetic test data
2023-08-10,Turbocharger,Engine system,2,22751.08,571.54,46073.7,Wholesale Client,GCash,Completed,ORDT100276,Synthetic test data
2023-02-10,Turbocharger,Engine system,5,5930.67,746.11,30399.46,Retail Client,GCash,Completed,ORDT100277,Synthetic test data
2023-04-26,Turbocharger,Engine system,4,13535.22,791.59,54932.47,Retail Client,Maya,Completed,ORDT100278,Synthetic test data
2023-06-12,Turbocharger,Engine system,4,9652.87,1374.1,39985.58,Wholesale Client,Check,Completed,ORDT100279,Synthetic test data
2023-01-05,Turbocharger,Engine system,4,6425.47,488.74,26190.62,Wholesale Client,Cash,Completed,ORDT100280,Synthetic test data
2023-05-07,Turbocharger,Engine system,2,13250.95,1009.38,27511.28,Wholesale Client,GCash,Pending,ORDT100281,Synthetic test data
2023-02-13,Turbocharger,Engine system,3,5518.96,688.5,17245.38,Retail Client,Maya,Completed,ORDT100282,Synthetic test data
2023-12-17,Turbocharger,Engine system,2,16102.85,1365.57,33571.27,Retail Client,Bank Transfer,Completed,ORDT100283,Synthetic test data
2023-10-26,Turbocharger,Engine system,4,17481.91,430.15,70357.79,Wholesale Client,Bank Transfer,Completed,ORDT100284,Synthetic test data
2023-04-17,Turbocharger,Engine system,5,10282.02,778.65,52188.75,Wholesale Client,Check,Pending,ORDT100285,Synthetic test data
2023-08-25,Turbocharger,Engine system,5,9249.94,426.75,46676.45,Retail Client,Check,Completed,ORDT100286,Synthetic test data
2023-06-09,Turbocharger,Engine system,2,20293.28,427.52,41014.08,Retail Client,Bank Transfer,Completed,ORDT100287,Synthetic test data
2023-04-10,Turbocharger,Engine system,2,9850.85,172.68,19874.38,Retail Client,Bank Transfer,Pending,ORDT100288,Synthetic test data
2023-05-14,Turbocharger,Engine system,5,22919.4,1966.62,116563.62,Retail Client,Cash,Completed,ORDT100289,Synthetic test data
2023-01-14,Turbocharger,Engine system,2,9850.52,1344.95,21045.99,Wholesale Client,Check,Completed,ORDT100290,Synthetic test data
2023-02-22,Turbocharger,Engine system,2,9373.12,84.81,18831.05,Retail Client,Maya,Completed,ORDT100291,Synthetic test data
2023-12-13,Turbocharger,Engine system,5,20259.47,1154.4,102451.75,Wholesale Client,GCash,Pending,ORDT100292,Synthetic test data
2023-06-04,Turbocharger,Engine system,3,10317.97,1667.73,32621.64,Wholesale Client,Maya,Completed,ORDT100293,Synthetic test data
2023-11-24,Turbocharger,Engine system,2,18513.42,220.08,37246.92,Wholesale Client,GCash,Completed,ORDT100294,Synthetic test data
2023-04-04,Turbocharger,Engine system,4,14016.93,1919.11,57986.83,Wholesale Client,Bank Transfer,Pending,ORDT100295,Synthetic test data
2023-10-03,Turbocharger,Engine system,5,21517.65,1003.15,108591.4,Wholesale Client,Check,Pending,ORDT100296,Synthetic test data
2023-09-28,Turbocharger,Engine system,5,17474.31,1653.56,89025.11,Retail Client,Bank Transfer,Pending,ORDT100297,Synthetic test data
2023-04-18,Turbocharger,Engine system,3,21465.46,1320.73,65717.11,Wholesale Client,Maya,Completed,ORDT100298,Synthetic test data
2023-11-22,Turbocharger,Engine system,2,24091.26,865.34,49047.86,Retail Client,Check,Completed,ORDT100299,Synthetic test data
2023-11-29,Turbocharger,Engine system,3,24709.0,375.53,74502.53,Retail Client,Maya,Completed,ORDT100300,Synthetic test data
2023-12-18,Turbocharger,Engine system,1,10984.34,923.09,11907.43,Wholesale Client,Maya,Completed,ORDT100301,Synthetic test data
2023-09-25,Turbocharger,Engine system,1,13773.52,724.54,14498.06,Wholesale Client,GCash,Completed,ORDT100302,Synthetic test data
2023-06-29,Turbocharger,Engine system,4,19510.47,1548.18,79590.06,Wholesale Client,Bank Transfer,Completed,ORDT100303,Synthetic test data
2023-03-16,Turbocharger,Engine system,3,13167.7,1207.29,40710.39,Wholesale Client,Maya,Completed,ORDT100304,Synthetic test data
2023-04-18,Turbocharger,Engine system,3,23796.01,901.01,72289.04,Wholesale Client,Maya,Completed,ORDT100305,Synthetic test data
2023-06-16,Turbocharger,Engine system,4,5428.68,47.89,21762.61,Retail Client,GCash,Completed,ORDT100306,Synthetic test data
2023-02-16,Turbocharger,Engine system,2,5632.46,1486.56,12751.48,Retail Client,Check,Completed,ORDT100307,Synthetic test data
2023-01-02,Turbocharger,Engine system,5,7819.42,1087.62,40184.72,Wholesale Client,GCash,Completed,ORDT100308,Synthetic test data
2023-07-05,Turbocharger,Engine system,1,11305.37,810.45,12115.82,Retail Client,GCash,Completed,ORDT100309,Synthetic test data
2023-07-31,Turbocharger,Engine system,2,20645.57,379.8,41670.94,Retail Client,Bank Transfer,Completed,ORDT100310,Synthetic test data
2023-01-10,Turbocharger,Engine system,2,24679.49,325.15,49684.13,Retail Client,Maya,Completed,ORDT100311,Synthetic test data
2023-07-01,Turbocharger,Engine system,4,16038.61,1154.79,65309.23,Wholesale Client,Bank Transfer,Completed,ORDT100312,Synthetic test data
2023-03-10,Turbocharger,Engine system,2,21483.83,1569.32,44536.98,Wholesale Client,Maya,Completed,ORDT100313,Synthetic test data
2023-08-31,Turbocharger,Engine system,5,17391.83,826.52,87785.67,Wholesale Client,GCash,Pending,ORDT100314,Synthetic test data
2023-05-17,Turbocharger,Engine system,2,24696.85,1094.04,50487.74,Retail Client,GCash,Completed,ORDT100315,Synthetic test data
2023-07-05,Turbocharger,Engine system,1,19459.43,958.19,20417.62,Wholesale Client,Maya,Completed,ORDT100316,Synthetic test data
2023-11-30,Turbocharger,Engine system,5,5019.09,783.51,25878.96,Retail Client,Check,Completed,ORDT100317,Synthetic test data
2023-07-18,Turbocharger,Engine system,2,7427.64,1275.7,16130.98,Retail Client,Check,Completed,ORDT100318,Synthetic test data
2023-06-20,Turbocharger,Engine system,3,19112.18,1824.82,59161.36,Wholesale Client,GCash,Pending,ORDT100319,Synthetic test data
2023-03-03,Turbocharger,Engine system,5,20826.64,1096.48,105229.68,Retail Client,Maya,Pending,ORDT100320,Synthetic test data
2023-04-18,Turbocharger,Engine system,2,13721.01,963.6,28405.62,Retail Client,Cash,Completed,ORDT100321,Synthetic test data
2023-08-30,Turbocharger,Engine system,1,9772.02,76.72,9848.74,Wholesale Client,Maya,Pending,ORDT100322,Synthetic test data
2023-09-16,Turbocharger,Engine system,3,12009.66,188.21,36217.19,Retail Client,Bank Transfer,Completed,ORDT100323,Synthetic test data
2023-07-12,Turbocharger,Engine system,1,5433.6,1739.07,7172.67,Retail Client,Check,Completed,ORDT100324,Synthetic test data
2023-06-28,Turbocharger,Engine system,4,21654.51,214.51,86832.55,Retail Client,Cash,Completed,ORDT100325,Synthetic test data
2023-09-13,Turbocharger,Engine system,5,15818.21,753.24,79844.29,Retail Client,Cash,Completed,ORDT100326,Synthetic test data
2023-12-24,Turbocharger,Engine system,3,24119.23,715.81,73073.5,Wholesale Client,GCash,Completed,ORDT100327,Synthetic test data
2023-01-18,Turbocharger,Engine system,1,8233.01,1451.3,9684.31,Wholesale Client,Bank Transfer,Completed,ORDT100328,Synthetic test data
2023-04-16,Turbocharger,Engine system,5,18311.68,302.61,91861.01,Retail Client,GCash,Completed,ORDT100329,Synthetic test data
2023-10-05,Turbocharger,Engine system,4,7013.29,252.0,28305.16,Wholesale Client,Bank Transfer,Completed,ORDT100330,Synthetic test data
2023-08-14,Turbocharger,Engine system,4,17805.78,1149.66,72372.78,Wholesale Client,Check,Completed,ORDT100331,Synthetic test data
2023-08-12,Turbocharger,Engine system,3,18833.76,113.41,56614.69,Wholesale Client,Maya,Completed,ORDT100332,Synthetic test data
2023-02-07,Turbocharger,Engine system,2,18484.41,866.56,37835.38,Wholesale Client,Maya,Completed,ORDT100333,Synthetic test data
2023-10-21,Turbocharger,Engine system,1,10450.64,356.63,10807.27,Retail Client,Check,Pending,ORDT100334,Synthetic test data
2023-11-22,Turbocharger,Engine system,3,5040.37,653.11,15774.22,Wholesale Client,Maya,Completed,ORDT100335,Synthetic test data
2023-04-26,Turbocharger,Engine system,4,20877.2,887.34,84396.14,Retail Client,Cash,Completed,ORDT100336,Synthetic test data
2023-06-21,Turbocharger,Engine system,4,10199.34,1136.99,41934.35,Wholesale Client,Maya,Completed,ORDT100337,Synthetic test data
2023-12-06,Turbocharger,Engine system,3,24659.57,1736.93,75715.64,Wholesale Client,Check,Completed,ORDT100338,Synthetic test data
2023-10-30,Turbocharger,Engine system,3,19633.72,1201.52,60102.68,Wholesale Client,Maya,Completed,ORDT100339,Synthetic test data
2023-07-23,Turbocharger,Engine system,1,20691.53,409.58,21101.11,Wholesale Client,GCash,Completed,ORDT100340,Synthetic test data
2023-01-13,Turbocharger,Engine system,3,5146.87,1815.2,17255.81,Retail Client,Bank Transfer,Completed,ORDT100341,Synthetic test data
2023-03-14,Turbocharger,Engine system,5,10282.35,1418.97,52830.72,Wholesale Client,Check,Completed,ORDT100342,Synthetic test data
2023-12-24,Turbocharger,Engine system,5,12964.78,537.04,65360.94,Wholesale Client,Check,Completed,ORDT100343,Synthetic test data
2023-09-03,Turbocharger,Engine system,2,18611.06,1347.78,38569.9,Retail Client,Bank Transfer,Completed,ORDT100344,Synthetic test data
2023-07-09,Turbocharger,Engine system,4,24894.2,832.74,100409.54,Wholesale Client,Bank Transfer,Completed,ORDT100345,Synthetic test data
2023-04-29,Turbocharger,Engine system,2,20791.08,1760.12,43342.28,Wholesale Client,Cash,Completed,ORDT100346,Synthetic test data
2023-06-28,Turbocharger,Engine system,4,14126.07,1.39,56505.67,Wholesale Client,Maya,Completed,ORDT100347,Synthetic test data
2023-02-15,Turbocharger,Engine system,4,22088.91,97.44,88453.08,Wholesale Client,Bank Transfer,Completed,ORDT100348,Synthetic test data
2023-03-10,Turbocharger,Engine system,5,17396.88,1311.35,88295.75,Retail Client,Maya,Completed,ORDT100349,Synthetic test data
2023-09-09,Turbocharger,Engine system,5,21215.26,273.75,106350.05,Wholesale Client,Bank Transfer,Completed,ORDT100350,Synthetic test data
2023-10-23,Turbocharger,Engine system,5,12519.83,1305.89,63905.04,Retail Client,Maya,Completed,ORDT100351,Synthetic test data
2023-01-27,Turbocharger,Engine system,5,5137.2,51.45,25737.45,Wholesale Client,Cash,Completed,ORDT100352,Synthetic test data
2023-03-31,Turbocharger,Engine system,5,14140.78,450.5,71154.4,Retail Client,Cash,Completed,ORDT100353,Synthetic test data
2023-07-21,Turbocharger,Engine system,2,15523.33,1069.17,32115.83,Retail Client,Bank Transfer,Completed,ORDT100354,Synthetic test data
2023-04-27,Turbocharger,Engine system,2,9700.07,1817.18,21217.32,Retail Client,Cash,Completed,ORDT100355,Synthetic test data
2023-05-08,Turbocharger,Engine system,4,6149.62,1231.35,25829.83,Retail Client,Cash,Completed,ORDT100356,Synthetic test data
2023-05-28,Turbocharger,Engine system,1,20440.47,888.15,21328.62,Retail Client,Maya,Completed,ORDT100357,Synthetic test data
2023-11-15,Turbocharger,Engine system,5,12828.83,1744.96,65889.11,Retail Client,Check,Completed,ORDT100358,Synthetic test data
2023-06-14,Turbocharger,Engine system,3,12122.63,1617.24,37985.13,Wholesale Client,Cash,Cancelled,ORDT100359,Synthetic test data
2023-11-12,Turbocharger,Engine system,5,8141.16,611.3,41317.1,Retail Client,GCash,Completed,ORDT100360,Synthetic test data
2023-11-25,Turbocharger,Engine system,3,6104.3,783.3,19096.2,Retail Client,Bank Transfer,Completed,ORDT100361,Synthetic test data
2023-09-13,Turbocharger,Engine system,2,23437.51,633.59,47508.61,Retail Client,GCash,Completed,ORDT100362,Synthetic test data
2023-01-28,Turbocharger,Engine system,5,10559.84,1419.09,54218.29,Retail Client,Cash,Completed,ORDT100363,Synthetic test data
2023-02-26,Turbocharger,Engine system,1,7975.56,187.0,8162.56,Wholesale Client,Cash,Completed,ORDT100364,Synthetic test data
2023-05-04,Turbocharger,Engine system,2,10596.73,1665.05,22858.51,Wholesale Client,Cash,Completed,ORDT100365,Synthetic test data
2023-07-23,Turbocharger,Engine system,2,16205.98,1216.18,33628.14,Retail Client,Check,Completed,ORDT100366,Synthetic test data
2023-08-31,Turbocharger,Engine system,3,12999.41,536.51,39534.74,Retail Client,Bank Transfer,Completed,ORDT100367,Synthetic test data
2023-09-17,Turbocharger,Engine system,5,23532.93,1253.37,118918.02,Wholesale Client,Cash,Completed,ORDT100368,Synthetic test data
2023-11-02,Turbocharger,Engine system,1,12616.32,652.89,13269.21,Retail Client,Check,Completed,ORDT100369,Synthetic test data
2023-02-21,Turbocharger,Engine system,3,7677.69,125.27,23158.34,Retail Client,Cash,Completed,ORDT100370,Synthetic test data
2023-01-07,Turbocharger,Engine system,4,13940.06,265.47,56025.71,Retail Client,Bank Transfer,Completed,ORDT100371,Synthetic test data
2023-10-27,Turbocharger,Engine system,1,7852.26,1450.79,9303.05,Wholesale Client,Maya,Completed,ORDT100372,Synthetic test data
2023-05-22,Turbocharger,Engine system,5,8928.28,1236.91,45878.31,Wholesale Client,Bank Transfer,Completed,ORDT100373,Synthetic test data
2023-02-07,Turbocharger,Engine system,5,7051.42,892.39,36149.49,Wholesale Client,Bank Transfer,Completed,ORDT100374,Synthetic test data
2023-01-22,Turbocharger,Engine system,5,11186.46,1930.9,57863.2,Wholesale Client,Bank Transfer,Pending,ORDT100375,Synthetic test data
2023-05-23,Turbocharger,Engine system,5,18398.96,1265.91,93260.71,Wholesale Client,Cash,Completed,ORDT100376,Synthetic test data
2023-05-19,Turbocharger,Engine system,3,15673.34,435.91,47455.93,Retail Client,Bank Transfer,Completed,ORDT100377,Synthetic test data
2023-07-14,Turbocharger,Engine system,2,6447.76,476.2,13371.72,Wholesale Client,Cash,Completed,ORDT100378,Synthetic test data
2023-06-15,Turbocharger,Engine system,1,14788.96,672.44,15461.4,Retail Client,Maya,Completed,ORDT100379,Synthetic test data
2023-05-07,Turbocharger,Engine system,2,14511.84,1947.56,30971.24,Retail Client,Maya,Completed,ORDT100380,Synthetic test data
2023-05-23,Turbocharger,Engine system,1,11708.42,1708.84,13417.26,Wholesale Client,GCash,Completed,ORDT100381,Synthetic test data
2023-05-04,Turbocharger,Engine system,4,21631.46,1978.71,88504.55,Wholesale Client,Cash,Completed,ORDT100382,Synthetic test data
2023-02-20,Turbocharger,Engine system,1,17478.24,1211.37,18689.61,Retail Client,Cash,Completed,ORDT100383,Synthetic test data
2023-08-11,Turbocharger,Engine system,3,19410.59,1625.31,59857.08,Wholesale Client,Check,Pending,ORDT100384,Synthetic test data
2023-01-06,Turbocharger,Engine system,1,12416.19,1843.62,14259.81,Wholesale Client,GCash,Completed,ORDT100385,Synthetic test data
2023-08-30,Turbocharger,Engine system,1,10294.95,24.05,10319.0,Wholesale Client,Bank Transfer,Completed,ORDT100386,Synthetic test data
2023-01-01,Turbocharger,Engine system,3,22856.89,1055.91,69626.58,Retail Client,Bank Transfer,Pending,ORDT100387,Synthetic test data
2023-10-05,Turbocharger,Engine system,2,13813.92,1050.91,28678.75,Retail Client,Bank Transfer,Completed,ORDT100388,Synthetic test data
2023-03-10,Turbocharger,Engine system,4,21797.36,1022.54,88211.98,Retail Client,Cash,Completed,ORDT100389,Synthetic test data
2023-02-13,Turbocharger,Engine system,2,15926.38,1604.53,33457.29,Retail Client,Maya,Completed,ORDT100390,Synthetic test data
2023-11-19,Turbocharger,Engine system,3,7094.79,304.91,21589.28,Wholesale Client,Check,Cancelled,ORDT100391,Synthetic test data
2023-12-24,Turbocharger,Engine system,3,14470.84,1882.11,45294.63,Retail Client,GCash,Pending,ORDT100392,Synthetic test data
2023-07-02,Turbocharger,Engine system,1,17052.75,471.55,17524.3,Wholesale Client,GCash,Completed,ORDT100393,Synthetic test data
2023-08-04,Turbocharger,Engine system,4,5663.28,325.55,22978.67,Retail Client,Bank Transfer,Completed,ORDT100394,Synthetic test data
2023-08-05,Turbocharger,Engine system,1,10993.12,971.33,11964.45,Retail Client,Bank Transfer,Completed,ORDT100395,Synthetic test data
2023-05-18,Turbocharger,Engine system,1,6265.73,275.17,6540.9,Wholesale Client,Check,Completed,ORDT100396,Synthetic test data
2023-09-15,Turbocharger,Engine system,5,22599.24,1101.69,114097.89,Wholesale Client,Bank Transfer,Completed,ORDT100397,Synthetic test data
2023-07-02,Turbocharger,Engine system,1,19332.7,987.12,20319.82,Retail Client,Cash,Completed,ORDT100398,Synthetic test data
2023-11-27,Turbocharger,Engine system,4,18319.39,872.43,74149.99,Retail Client,Cash,Completed,ORDT100399,Synthetic test data
2023-01-20,Turbocharger,Engine system,3,18576.75,1979.36,57709.61,Wholesale Client,Check,Completed,ORDT100400,Synthetic test data
2023-02-17,Turbocharger,Engine system,5,22587.46,790.2,113727.5,Retail Client,Check,Completed,ORDT100401,Synthetic test data
2023-05-17,Turbocharger,Engine system,1,17767.63,1140.16,18907.79,Retail Client,Check,Completed,ORDT100402,Synthetic test data
2023-02-20,Turbocharger,Engine system,4,16771.08,1487.51,68571.83,Retail Client,GCash,Completed,ORDT100403,Synthetic test data
2023-02-11,Turbocharger,Engine system,1,6443.8,1950.51,8394.31,Retail Client,Bank Transfer,Completed,ORDT100404,Synthetic test data
2023-10-06,Turbocharger,Engine system,5,13079.05,955.78,66351.03,Retail Client,Check,Completed,ORDT100405,Synthetic test data
2023-01-03,Turbocharger,Engine system,3,13084.18,1803.99,41056.53,Retail Client,Maya,Pending,ORDT100406,Synthetic test data
2023-01-14,Turbocharger,Engine system,3,14508.07,1655.71,45179.92,Retail Client,GCash,Completed,ORDT100407,Synthetic test data
2023-11-03,Turbocharger,Engine system,2,5983.98,1373.55,13341.51,Wholesale Client,Bank Transfer,Completed,ORDT100408,Synthetic test data
2023-11-10,Turbocharger,Engine system,4,21922.51,749.0,88439.04,Retail Client,GCash,Completed,ORDT100409,Synthetic test data
2023-11-08,Turbocharger,Engine system,3,18616.68,1080.94,56930.98,Wholesale Client,GCash,Completed,ORDT100410,Synthetic test data
2023-01-19,Turbocharger,Engine system,4,16055.73,1515.81,65738.73,Retail Client,Cash,Completed,ORDT100411,Synthetic test data
2023-02-15,Turbocharger,Engine system,2,16400.27,1503.06,34303.6,Retail Client,Cash,Completed,ORDT100412,Synthetic test data
2023-07-06,Turbocharger,Engine system,1,20379.13,1316.05,21695.18,Wholesale Client,Maya,Completed,ORDT100413,Synthetic test data
2023-06-06,Turbocharger,Engine system,3,5490.76,144.42,16616.7,Retail Client,Cash,Completed,ORDT100414,Synthetic test data
2023-12-09,Turbocharger,Engine system,4,21177.24,270.16,84979.12,Wholesale Client,Cash,Completed,ORDT100415,Synthetic test data
2023-07-17,Turbocharger,Engine system,2,15480.87,857.21,31818.95,Wholesale Client,Bank Transfer,Completed,ORDT100416,Synthetic test data
2023-12-21,Turbocharger,Engine system,1,15565.04,325.91,15890.95,Retail Client,Maya,Completed,ORDT100417,Synthetic test data
2023-10-21,Turbocharger,Engine system,2,13976.05,914.21,28866.31,Wholesale Client,Cash,Completed,ORDT100418,Synthetic test data
2023-04-12,Turbocharger,Engine system,5,24806.86,508.63,124542.93,Retail Client,Bank Transfer,Completed,ORDT100419,Synthetic test data
